"configuration","problem","model","data_file","status","time","objectiveBound","variables","solveTime","paths","intVars","peakMem","run","flatBoolVars","nodes","flatIntConstraints","openNodes","failures","peakDepth","initTime","propagations","boolVariables","flatIntVars","nSolutions","evaluatedHalfReifiedConstraints","flatBoolConstraints","flatTime","solver_objective","propagators","optTime","method","eliminatedImplications","backjumps","restarts","objective","randomSeed","eliminatedLinearConstraints","evaluatedReifiedConstraints","baseMem","nogoods","trailMem"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-05.dzn","OPTIMAL_SOLUTION","12.621575633995235","55930","","6.5701","0","","","endtimes_reverse-cp2025_big","4220","","3780","","6055","","","6773299","1170","1854","2","1512","4840","0.777791","55930","","","minimize","1936","","","55930","","","1512","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-03.dzn","SATISFIED","302.085029005073","158716","","222.222","0","","","endtimes_reverse-cp2025_big","5254","","5681","","164605","","","100773868","3006","2753","3","1701","5445","1.09164","187334","","","minimize","2178","","","187334","","","1701","","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-03.dzn","SATISFIED","301.3811261249939","","1167770","299.646","0","801","0.0","endtimes_reverse-cp2025_big","3598","46767","3687","","25323","177","0.296","230857085","1166967","787","36","136","2482","0.57706","9165","5860","299.383","minimize","242","14856","114","9165","-1448841847","","2680","0.0","25323","3.16"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-02.dzn","OPTIMAL_SOLUTION","1.1196725229965523","","6890","0.013","0","692","0.0","endtimes_reverse-cp2025_big","3856","164","3289","","2","161","0.225","16525","6196","685","1","211","3136","0.486965","7284","5487","0.012","minimize","363","2","1","7284","1645383864","","2846","0.0","2","1.41"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-05.dzn","SATISFIED","301.2013811019715","74462","","204.606","0","","","endtimes_reverse-cp2025_big","3314","","4267","","540554","","","140899206","2304","2039","3","945","3025","0.868633","85882","","","minimize","1210","","","85882","","","945","","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-04.dzn","SATISFIED","300.7360651369672","24299","","205.321","0","","","endtimes_reverse-cp2025_big","2060","","2755","","662075","","","210088002","856","1309","5","567","1815","0.600654","31524","","","minimize","726","","","31524","","","567","","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-03.dzn","SATISFIED","303.27191533194855","","","","0","","","endtimes_reverse-cp2025_big","37411","","36768","","","","","","","2802","4","626","22049","2.66912","","","","minimize","1089","","","109929","","","33820","","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-01.dzn","OPTIMAL_SOLUTION","0.8171830419450998","","18318","0.098","0","338","0.0","endtimes_reverse-cp2025_big","1243","538","1161","","276","65","0.086","359122","17978","332","3","80","973","0.322728","12005","1700","0.087","minimize","121","72","3","12005","-501094953","","804","0.0","276","3.16"
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-04.dzn","SATISFIED","301.4194988460513","","273443","299.188","0","1098","0.0","endtimes_reverse-cp2025_big","6336","327297","6766","","284998","137","0.627","1013657860","272343","1077","2","156","3719","0.805782","56339","11183","22.308","minimize","242","42002","2","56339","-618918356","","5154","0.0","284998","4.75"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-06.dzn","SATISFIED","300.4965335529996","","105396","299.636","0","445","0.0","endtimes_reverse-cp2025_big","1617","187900","1705","","185998","66","0.116","317048931","104949","440","2","72","1129","0.355576","13119","2536","0.378","minimize","121","1798","2","13119","1330618280","","1116","0.0","185998","3.16"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t035-01.dzn","SATISFIED","303.78955133701675","123509","","223.845","0","","","endtimes_reverse-cp2025_big","12836","","10914","","1792","","","8639330","1458","5387","50","4725","15125","1.99618","129712","","","minimize","6050","","","129712","","","4725","","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-04.dzn","OPTIMAL_SOLUTION","0.5920595889911056","","84913","0.007","0","192","0.0","endtimes_reverse-cp2025_big","719","50","486","","0","50","0.081","1370","84719","190","1","68","778","0.224544","205","704","0.007","minimize","121","0","1","205","-899466019","","414","0.0","0","0.28"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-03.dzn","UNKNOWN","302.8440327970311","","","","0","","","endtimes_reverse-cp2025_big","23910","","23994","","","","","","","2263","0","428","14020","1.92807","","","","minimize","726","","","","","","21188","","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-05.dzn","OPTIMAL_SOLUTION","0.8086857800371945","1635","","0.5028","0","","","endtimes_reverse-cp2025_big","436","0","2097","","","","","","","1149","3","766","","0.462221","1635","","","minimize","","","","1635","","305","515","","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-05.dzn","SATISFIED","302.09582106606103","146079.199983","","300.6151","0","","","endtimes_reverse-cp2025_big","3897","2740","47272","1101","","","","","","30392","15","27805","","8.98895","149897","","","minimize","","","","149897","","2135","5595","","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-01.dzn","SATISFIED","301.8946564720245","","339254","299.052","0","1354","0.0","endtimes_reverse-cp2025_big","9239","430621","9554","","423441","199","0.929","1725182492","337898","1330","3","212","5579","0.938632","61833","16407","6.394","minimize","363","6551","3","61833","-722233833","","7732","0.0","423441","4.75"
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-02.dzn","SATISFIED","302.44224668713287","","","","0","","","endtimes_reverse-cp2025_big","27967","","27362","","","","","","","2421","2","1291","16738","2.02138","","","","minimize","847","","","175684","","","24547","","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-06.dzn","SATISFIED","301.34811924095266","131091","","232.093","0","","","endtimes_reverse-cp2025_big","3370","","4385","","20169","","","8040014","7682","2097","19","945","3025","0.920625","142657","","","minimize","1210","","","142657","","","945","","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-06.dzn","OPTIMAL_SOLUTION","5.919883831054904","","717104","4.043999","0","875","0.0","endtimes_reverse-cp2025_big","2158","2300","1793","","1717","108","1.038999","4456728","716227","465","3","140","1881","0.349671","2919","2845","0.183","minimize","242","244","7","2919","1233754522","","1478","0.0","1717","2.11"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-01.dzn","SATISFIED","300.8153375830734","57201","","0.864499","0","","","endtimes_reverse-cp2025_big","2090","","2819","","1035","","","232968","868","1340","1","567","1815","0.652516","65195","","","minimize","726","","","65195","","","567","","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-06.dzn","OPTIMAL_SOLUTION","1.3552305940538645","1377","","0.651052","0","","","endtimes_reverse-cp2025_big","560","","589","","2727","","","760689","223","272","7","189","605","0.248028","1377","","","minimize","242","","","1377","","","189","","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-05.dzn","SATISFIED","302.2640503309667","","","","0","","","endtimes_reverse-cp2025_big","20306","","18855","","","","","","","1866","2","562","13358","1.5655","","","","minimize","968","","","55930","","","17580","","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-04.dzn","SATISFIED","302.334174888907","111569.333333","","300.5331","0","","","endtimes_reverse-cp2025_big","4228","2895","52123","396","","","","","","33292","28","30325","","9.79362","112137","","","minimize","","","","112137","","2440","5908","","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-01.dzn","UNKNOWN","301.7539262289647","","81221","299.056","0","1372","0.0","endtimes_reverse-cp2025_big","9149","809260","9468","","478056","54","0.899","2270085556","79847","1346","0","220","5518","0.935609","-1","16129","0.0","minimize","363","331156","0","","2121562648","","7610","0.0","478056","1.41"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t045-03.dzn","UNKNOWN","310.99344154796563","237401.469355","","249.534","0","","","endtimes_reverse-cp2025_big","13429","1","275102","","","","","","","173250","0","159772","","50.4688","","","","minimize","","","","","","10675","14899","","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-05.dzn","OPTIMAL_SOLUTION","0.9173991900170222","","299265","0.013","0","244","0.0","endtimes_reverse-cp2025_big","833","57","651","","0","57","0.279","2070","299019","240","1","74","812","0.261017","1635","914","0.012","minimize","121","0","1","1635","1113331291","","482","0.0","0","0.42"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t030-01.dzn","SATISFIED","303.46260472387075","184502","","268.216","0","","","endtimes_reverse-cp2025_big","10408","","9139","","0","","","0","0","4509","56","3780","12100","1.66202","199380","","","minimize","4840","","","199380","","","3780","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-05.dzn","OPTIMAL_SOLUTION","147.22342141205445","55930","","141.179","0","","","endtimes_reverse-cp2025_big","4220","","3780","","439629","","","102190205","3645","1854","3","1512","4840","0.779152","55930","","","minimize","1936","","","55930","","","1512","","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-01.dzn","UNKNOWN","302.5644433221314","","","","0","","","endtimes_reverse-cp2025_big","21065","","21429","","","","","","","2106","0","360","12165","1.76603","","","","minimize","605","","","","","","18620","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-02.dzn","SATISFIED","301.1294744531624","145278","","36.0803","0","","","endtimes_reverse-cp2025_big","3928","","4214","","18620","","","14699017","2379","2410","2","2135","4235","0.980128","175684","","","minimize","1694","","","175684","","","511","","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-01.dzn","SATISFIED","308.4234111669939","","","","0","","","endtimes_reverse-cp2025_big","135131","","128788","","","","","","","6221","4","2055","79930","8.16028","","","","minimize","3630","","","218066","","","125600","","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-01.dzn","SATISFIED","303.16341301309876","100662","3259","295.93","0","","662.0","endtimes_reverse-cp2025_big","32734","232869","32261","","102809","","1.67","","","2560","45","","19289","2.4758","143422","20503","","minimize","968","","","143422","","","30002","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t030-03.dzn","UNKNOWN","305.55642070109025","","","","0","","","endtimes_reverse-cp2025_big","80022","","76302","","","","","","","4533","0","1376","48109","5.19187","","","","minimize","2420","","","","","","73378","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-06.dzn","OPTIMAL_SOLUTION","1.1115002559963614","","19468","0.105","0","581","0.0","endtimes_reverse-cp2025_big","2551","1015","2324","","364","112","0.187","807304","18885","577","1","143","2034","0.434121","12889","3624","0.027","minimize","242","528","3","12889","-1551882229","","1784","0.0","364","0.42"
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-03.dzn","UNKNOWN","303.28368205484","","","","0","","","endtimes_reverse-cp2025_big","37411","","36768","","","","","","","2802","0","626","22049","2.64072","","","","minimize","1089","","","","","","33820","","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-05.dzn","OPTIMAL_SOLUTION","36.08120284008328","","67363","34.54","0","972","0.0","endtimes_reverse-cp2025_big","5911","88414","5240","","86779","217","0.352","240722633","66389","966","6","275","4553","0.656754","14021","8907","0.238","minimize","484","307","20","14021","-792153172","","4538","0.0","86779","1.41"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-04.dzn","SATISFIED","301.21567561791744","79216.3575827","","299.9663","0","","","endtimes_reverse-cp2025_big","2547","7914","25338","537","","","","","","16513","38","15064","","4.80812","79780","","","minimize","","","","79780","","1220","3782","","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-04.dzn","OPTIMAL_SOLUTION","0.43029720697086304","684","57","0.0","0","","0.0","endtimes_reverse-cp2025_big","28","0","65","","4","","0.0","","","33","1","","","0.16532","684","95","","minimize","","","","684","","","","","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t022-03.dzn","SATISFIED","303.87681438284926","","","","0","","","endtimes_reverse-cp2025_big","46697","","45179","","","","","","","3253","2","833","27995","3.18764","","","","minimize","1452","","","247361","","","42286","","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-02.dzn","OPTIMAL_SOLUTION","1.7479124929523095","7284","","0.263977","0","","","endtimes_reverse-cp2025_big","1570","","1407","","1","","","12338","221","681","1","567","1815","0.387758","7284","","","minimize","726","","","7284","","","567","","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-05.dzn","OPTIMAL_SOLUTION","0.5518971600104123","","59521","0.006","0","192","0.0","endtimes_reverse-cp2025_big","719","50","486","","0","50","0.06","1382","59327","190","1","68","778","0.219867","136","704","0.006","minimize","121","0","1","136","-1523240774","","414","0.0","0","0.08"
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-03.dzn","SATISFIED","301.2460824260488","","87385","299.212","0","1040","0.0","endtimes_reverse-cp2025_big","5654","724889","6028","","715286","148","0.577","2126759091","86343","1021","1","148","3408","0.778961","42758","9897","0.121","minimize","242","8643","20","42758","1806695160","","4532","0.0","715286","2.11"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-01.dzn","UNKNOWN","303.26909798011184","","","","0","","","endtimes_reverse-cp2025_big","32734","","32310","","","","","","","2609","0","560","19289","2.45799","","","","minimize","968","","","","","","29442","","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-06.dzn","SATISFIED","301.08377498504706","85356","","238.929","0","","","endtimes_reverse-cp2025_big","2732","","3618","","0","","","0","0","1726","41","756","2420","0.792172","91265","","","minimize","968","","","91265","","","756","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-04.dzn","UNKNOWN","0.49074799998197705","0","","0.003084","0","","","endtimes_reverse-cp2025_big","28","","81","","0","","","0","0","33","0","","","0.17686","0","","","minimize","","","","","","","","","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-02.dzn","OPTIMAL_SOLUTION","0.512300273985602","948","","0.025268","0","","","endtimes_reverse-cp2025_big","28","","78","","0","","","0","0","33","1","","","0.180177","948","","","minimize","","","","948","","","","","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-04.dzn","SATISFIED","301.992964191013","","176758","298.74","0","1607","0.0","endtimes_reverse-cp2025_big","12358","241253","12523","","88980","249","1.01","435890307","175149","1577","1","280","7535","1.25562","49243","21928","1.317","minimize","484","151145","15","49243","595330539","","10502","0.0","88980","3.16"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-03.dzn","OPTIMAL_SOLUTION","0.47509821597486734","","24596","0.002","0","38","0.0","endtimes_reverse-cp2025_big","32","3","79","","0","3","0.023","222","24556","36","1","","2","0.192522","511","73","0.002","minimize","","0","1","511","1565486808","","4","0.0","0","0.02"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-02.dzn","OPTIMAL_SOLUTION","0.540607852046378","","64500","0.003","0","55","0.0","endtimes_reverse-cp2025_big","46","4","114","","0","4","0.057","334","64443","53","1","","3","0.203442","1330","106","0.003","minimize","","0","1","1330","-323752693","","6","0.0","0","0.05"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-03.dzn","SATISFIED","305.47935009002686","249007","","229.667","0","","","endtimes_reverse-cp2025_big","15186","","12494","","2277","","","11518239","1727","6187","45","5670","18150","2.25304","257663","","","minimize","7260","","","257663","","","5670","","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-06.dzn","SATISFIED","300.4128926160047","12362","","0.271829","0","","","endtimes_reverse-cp2025_big","686","","942","","981","","","301706","314","439","2","189","605","0.301678","13119","","","minimize","242","","","13119","","","189","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-04.dzn","SATISFIED","300.8489148239605","40367","","16.951","0","","","endtimes_reverse-cp2025_big","2604","","3298","","12722","","","7786672","1081","1572","2","756","2420","0.716798","49201","","","minimize","968","","","49201","","","756","","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-05.dzn","OPTIMAL_SOLUTION","0.689445256954059","0","","0.3929","0","","","endtimes_reverse-cp2025_big","373","0","1812","","","","","","","914","1","530","","0.34342","0","","","minimize","","","","136","","305","383","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-04.dzn","SATISFIED","301.4527454589261","","273311","299.166","0","1098","0.0","endtimes_reverse-cp2025_big","6336","322000","6766","","279847","137","0.637","993739219","272211","1077","2","156","3719","0.824393","56339","11183","23.122","minimize","242","41447","18","56339","-2052834675","","5154","0.0","279847","4.75"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-01.dzn","OPTIMAL_SOLUTION","0.552981317974627","350","","0.2081","0","","","endtimes_reverse-cp2025_big","20","0","45","","","","","","","46","1","49","","0.203695","350","","","minimize","","","","350","","","42","","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-05.dzn","SATISFIED","300.73039492801763","","110920","299.507","0","644","0.0","endtimes_reverse-cp2025_big","2913","278520","2748","","259450","117","0.26","1046889870","110274","639","2","153","2181","0.485078","16854","4271","27.293","minimize","242","18714","18","16854","-1244937230","","2078","0.0","259450","1.41"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_endtimes.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-04.dzn","OPTIMAL_SOLUTION","1.0156485049519688","6281","","0.6828","0","","","endtimes_reverse-cp2025_big","533","1","2578","","","","","","","1546","5","1171","","0.598575","6281","","","minimize","","","","6281","","305","725","","",""
