"configuration","problem","model","data_file","status","time","objectiveBound","peakDepth","eliminatedLinearConstraints","flatIntVars","propagations","intVars","method","flatBoolConstraints","nodes","objective","restarts","evaluatedReifiedConstraints","flatTime","optTime","initTime","flatIntConstraints","randomSeed","nSolutions","failures","paths","solver_objective","variables","run","propagators","eliminatedImplications","baseMem","trailMem","openNodes","evaluatedHalfReifiedConstraints","solveTime","peakMem","boolVariables","flatBoolVars","nogoods","backjumps"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-01.dzn","OPTIMAL_SOLUTION","1.351170867914334","1107","","","485","8558","","minimize","1210","","1107","","378","0.303553","","","1021","","1","35","0","1107","","makespan_reverse-cp2025","","484","","","","378","0.174406","","182","1068","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-02.dzn","OPTIMAL_SOLUTION","1.050448979018256","","115","","582","128724","585","minimize","2052","223","2114","2","1820","0.45646","0.024","0.19","2373","-848080006","1","100","0","2114","17070","makespan_reverse-cp2025","3687","242","0.0","0.94","","145","0.024","0.0","16483","2595","100","6"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-05.dzn","OPTIMAL_SOLUTION","6.898699988145381","3013","","","1788","101369","","minimize","4840","","3013","","1512","0.756953","","","3650","","1","36","0","3013","","makespan_reverse-cp2025","","1936","","","","1512","1.0566","","139","4158","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-05.dzn","OPTIMAL_SOLUTION","1.0616721180267632","","115","","608","30492","613","minimize","2097","157","2038","1","1910","0.437982","0.014","0.227","2519","-51765341","1","37","0","2038","7410","makespan_reverse-cp2025","3889","242","0.0","0.94","","152","0.014","0.0","6795","2720","37","6"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-04.dzn","OPTIMAL_SOLUTION","87.40334206400439","","509","","1810","134491005","1821","minimize","10850","71633","3846","65","12564","1.23373","7.806","1.481","13721","2105236195","3","18670","0","3846","1005070","makespan_reverse-cp2025","24419","968","0.0","10.68","","559","83.22","0.0","1003247","15241","18670","49796"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-03.dzn","OPTIMAL_SOLUTION","3.9992159630637616","2387","","","1134","1406627","","minimize","3025","","2387","","945","0.518208","","","2323","","1","1856","0","2387","","makespan_reverse-cp2025","","1210","","","","945","1.47466","","532","2618","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-05.dzn","OPTIMAL_SOLUTION","0.9087079700548202","","57","","239","2055","243","minimize","812","57","672","1","482","0.258085","0.011","0.277","650","-432451069","1","0","0","672","299256","makespan_reverse-cp2025","912","121","0.0","0.42","","74","0.011","0.0","299011","833","0","0"
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t021-03.dzn","OPTIMAL_SOLUTION","5.831060141092166","","560","","2417","9279464","2432","minimize","16989","3603","4234","6","21416","1.74078","0.924","1.757","22863","1696277863","1","2163","0","4234","67465","makespan_reverse-cp2025","41748","1331","0.0","1.41","","764","0.925","0.0","65031","25033","2163","860"
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-02.dzn","OPTIMAL_SOLUTION","2.1430780270602554","","258","","1189","87042","1196","minimize","5758","296","2561","1","5806","0.774269","0.024","0.661","6648","473177916","1","15","0","2561","14211","makespan_reverse-cp2025","11320","605","0.0","0.94","","349","0.024","0.0","13013","7520","15","24"
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t030-01.dzn","UNKNOWN","304.6548999790102","","","","4168","","","minimize","40556","","","","58272","4.10307","","","60427","","0","","0","","","makespan_reverse-cp2025","","2420","","","","1375","","","","64643","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-03.dzn","OPTIMAL_SOLUTION","0.4969223130028695","315","","","99","","","minimize","","0","315","","84","0.201749","","","102","","1","","0","315","","makespan_reverse-cp2025","","","","","","102","0.2054","","","40","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-04.dzn","OPTIMAL_SOLUTION","4.81942664203234","","462","","2002","5259093","2014","minimize","12541","2858","3828","6","14804","1.43981","0.827","1.389","16031","-420624420","2","1400","0","3828","66376","makespan_reverse-cp2025","28752","1089","0.0","24.03","","627","0.828","0.0","64360","17780","1400","480"
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-04.dzn","OPTIMAL_SOLUTION","4.765431166859344","","460","","2002","5671292","2014","minimize","12541","2513","3828","5","14804","1.36838","0.851","1.39","16031","-909372638","1","1677","0","3828","57963","makespan_reverse-cp2025","28752","1089","0.0","24.03","","627","0.856","0.0","55947","17780","1677","290"
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-05.dzn","OPTIMAL_SOLUTION","1.1953226439654827","","115","","611","865644","615","minimize","2114","823","2131","1","1944","0.461863","0.087","0.245","2556","1794658869","1","601","0","2131","11429","makespan_reverse-cp2025","3955","242","0.0","0.19","","153","0.087","0.0","10812","2759","601","107"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-04.dzn","OPTIMAL_SOLUTION","34.09274504217319","","608","","1795","54371150","1806","minimize","10630","41082","3535","36","12124","1.21731","30.223","1.254","13246","655762118","12","5653","0","3535","1041416","makespan_reverse-cp2025","23548","968","0.0","7.12","","556","30.234","0.0","1039608","14778","5653","28191"
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-06.dzn","SATISFIED","301.04292175895534","","214","","975","1504415670","983","minimize","4396","641273","2642","19","4224","0.649093","0.051","0.462","4948","206691491","1","639844","0","2642","42994","makespan_reverse-cp2025","8209","484","0.0","1.41","","288","299.343","0.0","42009","5632","639844","796"
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-06.dzn","OPTIMAL_SOLUTION","1.6745000460650772","","107","","449","6576","476","minimize","1831","107","683","1","1378","0.336662","0.021","0.773","1660","23282567","1","0","0","683","781822","makespan_reverse-cp2025","2617","242","0.0","2.11","","139","0.023","0.0","781344","2043","0","0"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-01.dzn","OPTIMAL_SOLUTION","5.745923652080819","3423","","","1607","33009","","minimize","4235","","3423","","1323","0.706336","","","3282","","1","30","0","3423","","makespan_reverse-cp2025","","1694","","","","1323","0.962709","","124","3680","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-01.dzn","OPTIMAL_SOLUTION","0.5374524288345128","","11","","133","1165","137","minimize","33","11","1609","1","66","0.237652","0.006","0.029","342","307670306","1","0","0","1609","5562","makespan_reverse-cp2025","345","","0.0","0.08","","9","0.006","0.0","5423","185","0","0"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t035-03.dzn","SATISFIED","304.3769408019725","6930","","","5126","","","minimize","57970","78395","7408","","89106","5.85288","","4.0","89965","","8","35851","0","7408","5289","makespan_reverse-cp2025","53213","3025","","","","","106.63","977.0","","95325","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-06.dzn","OPTIMAL_SOLUTION","0.6989807479549199","","61","","346","6167","348","minimize","954","64","1424","1","766","0.299891","0.009","0.082","1153","-1341691391","1","2","0","1424","9920","makespan_reverse-cp2025","1660","121","0.0","2.11","","72","0.009","0.0","9570","1195","2","2"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-05.dzn","OPTIMAL_SOLUTION","0.5365313419606537","","4","","51","337","56","minimize","4","4","647","1","8","0.203294","0.003","0.058","114","-2057590214","1","0","0","647","68268","makespan_reverse-cp2025","106","","0.0","0.08","","","0.003","0.0","68210","50","0","0"
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-03.dzn","OPTIMAL_SOLUTION","1.6580248451791704","2149","","","572","16853","","minimize","1210","","2149","","378","0.338724","","","1198","","3","7","0","2149","","makespan_reverse-cp2025","","484","","","","378","0.194285","","156","1138","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t025-03.dzn","OPTIMAL_SOLUTION","10.882187945069745","","764","","3185","22497443","3204","minimize","26867","5658","5161","7","36604","2.81813","2.615","3.109","38346","-1092680153","1","4039","0","5161","105712","makespan_reverse-cp2025","71552","1815","0.0","24.03","","1035","2.623","0.0","102506","41440","4039","1052"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-02.dzn","OPTIMAL_SOLUTION","11.484388002892956","3896","","2745","20418","","","minimize","","1","3896","","4377","5.78142","","","34256","","1","","0","3896","","makespan_reverse-cp2025","","","","","","16972","10.6948","","","3710","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-04.dzn","OPTIMAL_SOLUTION","1.3489231411367655","","213","","899","18506","906","minimize","4058","219","1772","1","3548","0.586354","0.014","0.291","4112","1320466918","1","2","0","1772","11794","makespan_reverse-cp2025","6788","484","0.0","1.41","","279","0.014","0.0","10886","4881","2","6"
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t021-01.dzn","OPTIMAL_SOLUTION","5.636950011830777","","568","","2417","877781","2432","minimize","16846","835","4222","2","21130","1.74161","0.13","2.155","22577","1633057853","1","233","0","4222","38954","makespan_reverse-cp2025","41176","1331","0.0","4.75","","764","0.131","0.0","36520","24747","233","14"
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-05.dzn","OPTIMAL_SOLUTION","0.5712288089562207","","50","","190","1382","192","minimize","778","50","136","1","414","0.226211","0.006","0.058","486","-2083309494","1","0","0","136","59521","makespan_reverse-cp2025","704","121","0.0","0.08","","68","0.006","0.0","59327","719","0","0"
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-03.dzn","UNKNOWN","308.1615646330174","","","","6158","","","minimize","77300","","","","120340","8.276579","","","123394","","0","","0","","","makespan_reverse-cp2025","","3630","","","","2056","","","","129824","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t045-01.dzn","UNKNOWN","305.6759221430402","","","","6986","","","minimize","21175","","","","6615","2.51593","","","14073","","0","","0","","","makespan_reverse-cp2025","","8470","","","","6615","","","","17536","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-06.dzn","OPTIMAL_SOLUTION","1.9339734050445259","","209","","1012","2167557","1018","minimize","4421","2773","2690","2","4274","0.632091","0.217","0.512","5073","-738132132","2","483","0","2690","16184","makespan_reverse-cp2025","8382","484","0.0","0.94","","284","0.217","0.0","15164","5700","483","1874"
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t022-03.dzn","UNKNOWN","302.88095170794986","","","","2605","","","minimize","19098","","","","24492","2.083419","","","25998","","0","","0","","","makespan_reverse-cp2025","","1452","","","","831","","","","28403","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t050-03.dzn","UNKNOWN","310.2965309000574","","","","7877","","","minimize","118786","","","","191892","11.6051","","","195252","","0","","0","","","makespan_reverse-cp2025","","4840","","","","2735","","","","204267","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-01.dzn","OPTIMAL_SOLUTION","2.3791709640063345","2215","","","771","87252","","minimize","1815","","2215","","567","0.408022","","","1596","","1","54","0","2215","","makespan_reverse-cp2025","","726","","","","567","0.488284","","99","1644","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-04.dzn","OPTIMAL_SOLUTION","1.1898529769387096","","164","","749","155450","754","minimize","3051","425","1854","1","2676","0.508461","0.028","0.237","3250","-1505053528","1","75","0","1854","13096","makespan_reverse-cp2025","5234","363","0.0","0.63","","213","0.028","0.0","12340","3736","75","187"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-02.dzn","OPTIMAL_SOLUTION","1.9585581237915903","1654","","","718","13631","","minimize","1815","","1654","","567","0.412629","","","1484","","1","24","0","1654","","makespan_reverse-cp2025","","726","","","","567","0.28028","","245","1598","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-05.dzn","OPTIMAL_SOLUTION","1.4678919708821923","2131","","","597","","","minimize","2114","1076","2131","","2097","0.42149","","0.1","2542","","1","512","0","2131","759","makespan_reverse-cp2025","2288","242","","","","","0.45","53.0","","2759","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t022-01.dzn","UNKNOWN","302.76848919293843","","","","2609","","","minimize","20791","","","","27878","2.18113","","","29399","","0","","0","","","makespan_reverse-cp2025","","1452","","","","832","","","","31800","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-04.dzn","OPTIMAL_SOLUTION","9.925782278878614","3101","","","1186","","","minimize","5857","19442","3101","","6360","0.768248","","0.36","6856","","8","9462","0","3101","1345","makespan_reverse-cp2025","5381","605","","","","","7.91","176.0","","7743","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-06.dzn","SATISFIED","301.2535341370385","3074","","2440","18397","","","minimize","","4622","3138","","3940","4.83132","","","30794","","20","","0","3138","","makespan_reverse-cp2025","","","","","342","15338","300.2434","","","3322","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-05.dzn","OPTIMAL_SOLUTION","1.2476698530372232","1099","","610","2452","","","minimize","","1","1099","","966","0.751545","","","4442","","5","","0","1099","","makespan_reverse-cp2025","","","","","","1683","0.9002","","","842","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t025-01.dzn","OPTIMAL_SOLUTION","42.76744268508628","5065","","","3152","","","minimize","25972","36441","5065","","35849","2.73597","","2.11","36513","","10","17031","0","5065","3302","makespan_reverse-cp2025","23332","1815","","","","","34.93","812.0","","39640","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-03.dzn","OPTIMAL_SOLUTION","4.7544001140631735","","268","","1203","27431985","1210","minimize","5890","15276","2667","1","6070","0.825885","2.571","0.655","6939","631492281","1","11217","0","2667","28637","makespan_reverse-cp2025","11806","605","0.0","0.94","","356","2.572","0.0","27425","7809","11217","4534"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-01.dzn","OPTIMAL_SOLUTION","59.708760709967464","","1113","","1412","65456822","1421","minimize","7464","68941","3348","64","8076","0.952458","56.519","0.944","9050","1559804302","32","9681","0","3348","1317794","makespan_reverse-cp2025","15701","726","0.0","16.02","","423","56.576","0.0","1316371","10129","9681","44481"
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-05.dzn","OPTIMAL_SOLUTION","19.732429280877113","4118","","","1975","14849674","","minimize","5445","","4118","","1701","0.824706","","","4013","","3","39659","0","4118","","makespan_reverse-cp2025","","2178","","","","1701","12.7061","","1323","4654","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-05.dzn","OPTIMAL_SOLUTION","1.7353381339926273","","221","","1011","29141","1017","minimize","4461","234","2899","1","4354","0.670319","0.014","0.484","5149","-1299088771","1","2","0","2899","10429","makespan_reverse-cp2025","8517","484","0.0","0.94","","288","0.014","0.0","9410","5788","2","13"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-02.dzn","OPTIMAL_SOLUTION","1.059806436067447","1123","","","465","8341","","minimize","1210","","1123","","378","0.291827","","","979","","1","0","0","1123","","makespan_reverse-cp2025","","484","","","","378","0.167349","","147","1048","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-05.dzn","OPTIMAL_SOLUTION","1.9841126059181988","","260","","1189","416187","1196","minimize","5836","450","2541","1","5962","0.768468","0.058","0.549","6804","294467085","1","164","0","2541","15868","makespan_reverse-cp2025","11632","605","0.0","7.12","","349","0.058","0.0","14670","7676","164","27"
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t030-03.dzn","SATISFIED","304.80505661992356","","","","4168","","","minimize","40874","","6009","","58908","4.25575","","","61063","","1","","0","","","makespan_reverse-cp2025","","2420","","","","1375","","","","65279","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-01.dzn","UNKNOWN","307.93006339413114","","","","6158","","","minimize","78217","","","","122174","7.72715","","","125227","","0","","0","","","makespan_reverse-cp2025","","3630","","","","2055","","","","131657","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-02.dzn","OPTIMAL_SOLUTION","2.243765590013936","","259","","1188","1407054","1195","minimize","5821","1362","2914","1","5932","0.765155","0.183","0.635","6770","-243773785","1","377","0","2914","18134","makespan_reverse-cp2025","11531","605","0.0","10.68","","353","0.183","0.0","16937","7654","377","763"
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-02.dzn","OPTIMAL_SOLUTION","0.7546230198349804","","64","","373","23375","376","minimize","935","85","1647","1","728","0.326246","0.011","0.097","1174","-1686947648","1","21","0","1647","9189","makespan_reverse-cp2025","1616","121","0.0","0.19","","77","0.011","0.0","8811","1186","21","0"
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-02.dzn","OPTIMAL_SOLUTION","3.898636488011107","2561","","","1182","110377","","minimize","3025","","2561","","945","0.552426","","","2429","","1","51","0","2561","","makespan_reverse-cp2025","","1210","","","","945","0.59421","","403","2650","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-05.dzn","UNKNOWN","302.30796030093916","","","","1988","","","minimize","12465","","","","14652","1.42318","","","15849","","0","","0","","","makespan_reverse-cp2025","","1089","","","","628","","","","17621","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-04.dzn","OPTIMAL_SOLUTION","1.8513193489052355","1854","","","744","35123","","minimize","1815","","1854","","567","0.419178","","","1542","","1","75","0","1854","","makespan_reverse-cp2025","","726","","","","567","0.273633","","238","1618","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-03.dzn","OPTIMAL_SOLUTION","1.3339733888860792","","162","","803","345144","809","minimize","3284","613","2193","1","3142","0.528149","0.05","0.306","3834","-758480984","1","220","0","2193","24174","makespan_reverse-cp2025","6247","363","0.0","2.11","","216","0.051","0.0","23363","4251","220","231"
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-05.dzn","OPTIMAL_SOLUTION","0.7594861621037126","","108","","472","6215","474","minimize","1751","108","1099","1","1218","0.335149","0.01","0.086","1545","-1671425926","1","0","0","1099","8583","makespan_reverse-cp2025","2344","242","0.0","0.94","","136","0.01","0.0","8107","1894","0","0"
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t022-02.dzn","SATISFIED","301.60374211496674","4487","","","2593","1826689","","minimize","7260","","4504","","2268","1.01329","","","5264","","1","8186","0","4504","","makespan_reverse-cp2025","","2904","","","","2268","3.58481","","2510","6174","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t030-02.dzn","OPTIMAL_SOLUTION","229.9283308670856","6259","","","4119","","","minimize","41228","120088","6259","","60992","4.1772","","3.42","61706","","54","54774","0","6259","4259","makespan_reverse-cp2025","37465","2420","","","","","216.86","1302.0","","65980","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-02.dzn","OPTIMAL_SOLUTION","0.5247621438466012","557","","","32","2","","minimize","","","557","","","0.181716","","","77","","1","0","0","557","","makespan_reverse-cp2025","","","","","","","0.022272","","1","28","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-02.dzn","OPTIMAL_SOLUTION","2.2543027710635215","","259","","1188","1437326","1195","minimize","5821","1394","2914","3","5932","0.753383","0.198","0.646","6770","-963088684","1","377","0","2914","18134","makespan_reverse-cp2025","11531","605","0.0","10.68","","353","0.198","0.0","16937","7654","377","763"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t050-03.dzn","OPTIMAL_SOLUTION","65.21127436705865","","2012","","7877","134509966","7916","minimize","118786","18698","10078","1","191892","11.9943","28.044","15.406","195252","594736818","1","10086","0","10078","397187","makespan_reverse-cp2025","378365","4840","0.0","54.07","","2735","28.108","0.0","389269","204267","10086","7249"
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-01.dzn","OPTIMAL_SOLUTION","5.703084334963933","","410","","1826","12907935","1837","minimize","11151","6451","3516","5","13166","1.33182","2.19","1.161","14359","1460711187","1","1227","0","3516","43486","makespan_reverse-cp2025","25651","968","0.0","7.12","","559","2.192","0.0","41647","15853","1227","4750"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-02.dzn","OPTIMAL_SOLUTION","11.647882807068527","3498","","","1592","2829631","","minimize","4235","","3498","","511","0.712919","","","3064","","118","1084","0","3498","","makespan_reverse-cp2025","","1694","","","","2135","8.63219","","1496","3583","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-01.dzn","OPTIMAL_SOLUTION","1.387673021061346","","157","","759","456575","763","minimize","3144","909","2196","2","2862","0.534508","0.047","0.33","3458","-1269230540","1","109","0","2196","11780","makespan_reverse-cp2025","5637","363","0.0","0.42","","210","0.047","0.0","11015","3925","109","696"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-03.dzn","OPTIMAL_SOLUTION","2.9087706259451807","","365","","1544","2140215","1553","minimize","9015","1533","2950","1","10036","1.03382","0.267","0.8","10965","-784160897","1","827","0","2950","38041","makespan_reverse-cp2025","19483","847","0.0","10.68","","483","0.274","0.0","36486","12336","827","377"
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-04.dzn","OPTIMAL_SOLUTION","17.444952060002834","","264","","1203","111184009","1210","minimize","5857","111040","3101","15","6004","0.806151","15.187","0.713","6873","1815528435","3","42919","0","3101","46529","makespan_reverse-cp2025","11674","605","0.0","3.16","","356","15.193","0.0","45317","7743","42919","68799"
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t035-02.dzn","UNKNOWN","304.30773148988374","","","","5141","","","minimize","58976","","","","89402","5.9594","","","91953","","0","","0","","","makespan_reverse-cp2025","","3025","","","","1716","","","","97311","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-03.dzn","OPTIMAL_SOLUTION","132.20688023814","","638","","2002","175449077","2014","minimize","13569","86760","4102","67","16860","1.49294","80.722","1.787","18087","-830966222","4","19555","0","4102","1516568","makespan_reverse-cp2025","32864","1089","0.0","7.12","","627","127.09","0.0","1514552","19836","19555","62229"
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t025-03.dzn","OPTIMAL_SOLUTION","32.14528334909119","","764","","3185","163717135","3204","minimize","26867","45049","5161","1","36604","2.79041","23.93","3.107","38346","1129981904","1","31403","0","5161","108991","makespan_reverse-cp2025","71552","1815","0.0","24.03","","1035","23.948","0.0","105785","41440","31403","13009"
