"configuration","problem","model","data_file","status","time","flatIntVars","solver_objective","baseMem","eliminatedImplications","flatBoolConstraints","solveTime","trailMem","propagations","evaluatedHalfReifiedConstraints","randomSeed","variables","method","peakMem","nodes","restarts","nogoods","boolVariables","evaluatedReifiedConstraints","objectiveBound","propagators","backjumps","flatIntConstraints","flatTime","nSolutions","run","paths","initTime","peakDepth","eliminatedLinearConstraints","failures","flatBoolVars","openNodes","intVars"
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-06.dzn","SATISFIED","0.8689278250094503","536","","0.0","242","2049","0.012","1.41","25518","143","-1252670484","11422","satisfy","0.0","211","0","97","10880","1814","","3612","0","2273","0.386074","1","sat_reverse-cp2025","0","0.131","113","","97","2553","","540"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t025-03.dzn","SATISFIED","220.25672232895158","3185","","0.0","1815","26867","211.238","24.03","324166932","1035","1534762264","2046138","satisfy","0.0","70733","48","13692","2042932","36604","","71552","53731","38346","2.82149","1","sat_reverse-cp2025","0","3.186","761","","13692","41440","","3204"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-04.dzn","SATISFIED","0.47260098601691425","190","","","121","778","0.01","","","","","187","satisfy","4.0","2","","","","482","","545","","486","0.198208","1","sat_reverse-cp2025","0","0.01","","","0","719","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-05.dzn","ALL_SOLUTIONS","3.4476266528945416","1182","0","","1210","3025","0.578838","","74869","945","","","satisfy","","","","","133","945","0","","","2429","0.550104","1","sat_reverse-cp2025","0","","","","66","2650","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t050-01.dzn","SATISFIED","82.58244536491111","7861","","0.0","4840","118225","40.547","24.03","215583119","2736","-1762886841","386077","satisfy","0.0","26753","0","17221","378174","190770","","376093","7542","194095","12.0993","1","sat_reverse-cp2025","0","18.441","1989","","17221","203136","","7901"
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-04.dzn","SATISFIED","1.0210325899533927","680","","0.0","363","2843","0.018","3.16","67434","211","979466272","11255","satisfy","0.0","217","0","45","10566","2260","","4295","12","2692","0.462815","1","sat_reverse-cp2025","0","0.177","159","","45","3266","","687"
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-03.dzn","SATISFIED","0.441186553100124","35","","0.0","","2","0.002","0.02","215","","-1742903609","23552","satisfy","0.0","3","0","0","23513","4","","71","0","78","0.176869","1","sat_reverse-cp2025","0","0.022","2","","0","32","","37"
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-03.dzn","SATISFIED","0.41857548989355564","17","","0.0","","","0.001","0.04","52","","-254840312","9288","satisfy","0.0","1","0","0","9267","","","31","0","36","0.171415","1","sat_reverse-cp2025","0","0.01","0","","0","14","","19"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-02.dzn","ALL_SOLUTIONS","1.020681583089754","370","0","","242","605","0.101263","","10046","189","","","satisfy","","","","","86","189","0","","","796","0.267962","1","sat_reverse-cp2025","0","","","","21","638","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-01.dzn","ALL_SOLUTIONS","53.986797054996714","6124","0","","7260","18150","11.5752","","2506988","5670","","","satisfy","","","","","3314","5670","0","","","12359","2.26092","1","sat_reverse-cp2025","0","","","","5960","15138","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-04.dzn","SATISFIED","0.6699019479565322","316","","","121","899","0.04","","","","","407","satisfy","20.0","14","","","","730","","1036","","990","0.260475","1","sat_reverse-cp2025","0","0.03","","","1","1073","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t025-03.dzn","SATISFIED","36.6568781810347","44888","","","","","35.1495","","","39127","","","satisfy","","1","","","","6839","","","","73618","12.1199","1","sat_reverse-cp2025","0","","","4575","","5969","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-01.dzn","SATISFIED","1.9048524610698223","4866","","","","","1.5398","","","3727","","","satisfy","","0","","","","1583","","","","8385","1.27754","1","sat_reverse-cp2025","0","","","915","","1331","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-01.dzn","SATISFIED","0.7879047959577292","1295","","","","","0.5118","","","914","","","satisfy","","0","","","","601","","","","2265","0.478142","1","sat_reverse-cp2025","0","","","305","","477","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-03.dzn","SATISFIED","1.4529185888823122","426","","0.0","242","1673","0.019","0.42","5825","139","832985712","678365","satisfy","0.0","108","0","1","677932","1062","","1945","0","1296","0.298323","1","sat_reverse-cp2025","0","0.65","106","","1","1709","","431"
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-05.dzn","SATISFIED","1.082042305963114","608","","0.0","242","2097","0.014","0.94","30492","152","-326748193","7410","satisfy","0.0","157","0","37","6795","1910","","3889","5","2519","0.452719","1","sat_reverse-cp2025","0","0.228","114","","37","2720","","613"
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-05.dzn","SATISFIED","0.5506554690655321","190","","0.0","121","778","0.006","0.08","1382","68","1424453021","59517","satisfy","0.0","50","0","0","59324","414","","704","0","486","0.220551","1","sat_reverse-cp2025","0","0.061","49","","0","719","","191"
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-02.dzn","ALL_SOLUTIONS","7.260635292856023","1798","0","","1936","4840","0.974876","","299789","1512","","","satisfy","","","","","795","1512","0","","","3661","0.778623","1","sat_reverse-cp2025","0","","","","946","4168","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-06.dzn","SATISFIED","0.9477237919345498","535","","","242","1979","0.1","","","","","640","satisfy","40.0","23","","","","1817","","1962","","2136","0.36811","1","sat_reverse-cp2025","0","0.08","","","3","2417","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-05.dzn","SATISFIED","1.5115290090907365","923","","","484","4417","0.24","","","","","1020","satisfy","79.0","41","","","","4541","","3954","","4889","0.567864","1","sat_reverse-cp2025","0","0.18","","","9","5615","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t030-02.dzn","UNKNOWN","303.0801330031827","4130","","","4840","12100","","","","3780","","","satisfy","","","","","","3780","","","","8340","1.52882","0","sat_reverse-cp2025","0","","","","","10128","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-02.dzn","SATISFIED","1.1667860520537943","722","","0.0","363","3130","0.013","0.28","21576","211","-1785390285","7208","satisfy","0.0","184","0","25","6479","2834","","5513","0","3352","0.488945","1","sat_reverse-cp2025","0","0.255","158","","25","3872","","727"
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-01.dzn","SATISFIED","3.909894982120022","1618","","0.0","847","9250","0.815","0.63","10439791","491","1252139594","37464","satisfy","0.0","4194","6","3597","35834","10506","","20446","235","11589","1.13889","1","sat_reverse-cp2025","0","1.024","361","","3597","12878","","1628"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-01.dzn","ALL_SOLUTIONS","0.8275046041235328","271","0","","242","605","0.102131","","1139","189","","","satisfy","","","","","5","189","0","","","586","0.239812","1","sat_reverse-cp2025","0","","","","0","562","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-04.dzn","SATISFIED","4.314112860942259","1810","","0.0","968","10850","0.344","3.16","3198955","559","131009137","45277","satisfy","0.0","2324","0","678","43454","12564","","24419","1234","13721","1.29605","1","sat_reverse-cp2025","0","1.481","411","","678","15241","","1821"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-03.dzn","SATISFIED","5.4000870359595865","1980","","","1089","13569","1.26","","","","","2137","satisfy","412.0","85","","","","17487","","12245","","18065","1.48479","1","sat_reverse-cp2025","0","1.08","","","20","19836","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-05.dzn","ALL_SOLUTIONS","1.394753382075578","537","0","","484","1210","0.175074","","29605","378","","","satisfy","","","","","190","378","0","","","1129","0.319833","1","sat_reverse-cp2025","0","","","","102","1118","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-03.dzn","SATISFIED","3.3430425240658224","8562","","","","","2.8772","","","6645","","","satisfy","","1","","","","2469","","","","14816","2.30274","1","sat_reverse-cp2025","0","","","1525","","2092","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-04.dzn","ALL_SOLUTIONS","3.858474946813658","1347","0","","1452","3630","0.606464","","40647","1134","","","satisfy","","","","","440","1134","0","","","2751","0.607564","1","sat_reverse-cp2025","0","","","","4","3124","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-04.dzn","SATISFIED","2.2718830050434917","1355","","0.0","726","7271","0.021","2.11","49490","418","-1417271472","17258","satisfy","0.0","330","0","5","15893","7690","","14893","4","8546","0.910942","1","sat_reverse-cp2025","0","0.633","320","","5","9690","","1363"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-03.dzn","ALL_SOLUTIONS","0.9224886139854789","323","0","","242","605","0.096922","","6353","189","","","satisfy","","","","","79","189","0","","","692","0.262043","1","sat_reverse-cp2025","0","","","","0","602","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t045-01.dzn","UNKNOWN","310.5419096481055","173522","","","","","250.2932","","","160224","","","satisfy","","1","","","","14163","","","","275600","49.6334","0","sat_reverse-cp2025","0","","","10675","","13429","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-03.dzn","SATISFIED","0.657676039962098","318","","","121","955","0.04","","","","","411","satisfy","16.0","12","","","","842","","1099","","1107","0.264966","1","sat_reverse-cp2025","0","0.03","","","0","1187","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-01.dzn","SATISFIED","100.53337607509457","2002","","0.0","1089","13099","96.086","7.12","603988448","628","1813965343","58237","satisfy","0.0","279608","0","157177","56221","15920","","30988","121968","17152","1.44075","1","sat_reverse-cp2025","0","1.683","462","","157177","18903","","2014"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-06.dzn","ALL_SOLUTIONS","16.94827647204511","1623","0","","1694","4235","11.7714","","13452506","1323","","","satisfy","","","","","1278","1323","0","","","3318","0.721731","1","sat_reverse-cp2025","0","","","","28989","3690","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-05.dzn","ALL_SOLUTIONS","1.8654641180764884","605","0","","484","1210","0.233382","","2583","378","","","satisfy","","","","","13","378","0","","","1264","0.394024","1","sat_reverse-cp2025","0","","","","0","1176","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-06.dzn","SATISFIED","1.7447095261886716","975","","0.0","484","4396","0.116","1.41","1270383","288","72888457","20262","satisfy","0.0","1374","3","673","19277","4224","","8209","455","4948","0.628403","1","sat_reverse-cp2025","0","0.457","210","","673","5632","","983"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t035-02.dzn","SATISFIED","238.35381995607167","102554","","","","","235.0795","","","93064","","","satisfy","","1","","","","10401","","","","164614","28.2105","1","sat_reverse-cp2025","0","","","7625","","9732","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-06.dzn","SATISFIED","1.8968558360356838","1012","","0.0","484","4421","0.092","0.94","959777","284","1875009312","17250","satisfy","0.0","775","0","538","16230","4274","","8382","26","5073","0.68081","1","sat_reverse-cp2025","0","0.52","210","","538","5700","","1018"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-03.dzn","SATISFIED","1.4174697021953762","3157","","","","","1.0928","","","2405","","","satisfy","","0","","","","1226","","","","5367","0.896103","1","sat_reverse-cp2025","0","","","610","","972","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-05.dzn","SATISFIED","0.46305809495970607","93","","","","","0.1926","","","95","","","satisfy","","0","","","","78","","","","96","0.190852","1","sat_reverse-cp2025","0","","","","","37","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-05.dzn","SATISFIED","1.104160079965368","595","","","242","2097","0.13","","","","","753","satisfy","49.0","155","","","","2062","","2264","","2506","0.421921","1","sat_reverse-cp2025","0","0.1","","","67","2720","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-05.dzn","SATISFIED","1.7381558921188116","1011","","0.0","484","4461","0.014","0.94","29141","288","-158827435","10429","satisfy","0.0","234","0","2","9410","4354","","8517","11","5149","0.672263","1","sat_reverse-cp2025","0","0.485","220","","2","5788","","1017"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t050-01.dzn","UNKNOWN","311.9769963079598","7861","","","4840","118225","","","","2736","","","satisfy","","","","","","190770","","","","194095","11.5558","0","sat_reverse-cp2025","0","","","","","203136","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-06.dzn","SATISFIED","0.5920661590062082","381","","","242","1675","0.04","","","","","374","satisfy","9.0","7","","","","1202","","1211","","1212","0.25571","1","sat_reverse-cp2025","0","0.04","","","0","1676","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-02.dzn","SATISFIED","0.7158772728871554","373","","0.0","121","935","0.008","0.19","26895","77","-140330539","9277","satisfy","0.0","102","0","21","8899","728","","1616","17","1174","0.298422","1","sat_reverse-cp2025","0","0.096","63","","21","1186","","376"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t035-02.dzn","SATISFIED","24.248195551801473","5100","","","3025","58976","12.3","","","","","5237","satisfy","960.0","14940","","","","91118","","54128","","91912","5.67273","1","sat_reverse-cp2025","0","4.09","","","7078","97311","",""
