"configuration","problem","model","data_file","status","time","method","solver_objective","boolVariables","flatBoolConstraints","optTime","variables","evaluatedReifiedConstraints","run","initTime","trailMem","paths","restarts","peakMem","objective","intVars","flatBoolVars","eliminatedLinearConstraints","nodes","flatIntConstraints","nSolutions","evaluatedHalfReifiedConstraints","peakDepth","solveTime","backjumps","openNodes","nogoods","propagators","objectiveBound","baseMem","eliminatedImplications","flatTime","flatIntVars","propagations","failures","randomSeed"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-01.dzn","OPTIMAL_SOLUTION","1.2678412818349898","minimize","1107","182","1210","","","378","makespan_reverse-cp2025_big","","","0","","","1107","","1068","","","1021","1","378","","0.169305","","","","","1107","","484","0.292549","485","8558","35",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-02.dzn","OPTIMAL_SOLUTION","79.81227004993707","minimize","2201","1298373","3524","77.175","1299410","4764","makespan_reverse-cp2025_big","0.602","10.68","0","122","0.0","2201","1035","5881","","39272","6248","92","147","217","77.374","14056","","7388","10351","","0.0","242","0.789182","1016","103937393","7388","69855285"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-05.dzn","SATISFIED","302.08559187478386","minimize","5255","0","4840","","","1512","makespan_reverse-cp2025_big","","","0","","","5255","","4848","","","5552","144","1512","","171.149","","","","","3403","","1936","1.08531","2670","0","0",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-05.dzn","OPTIMAL_SOLUTION","63.628664575051516","minimize","2354","1703062","3536","60.898","1704111","4788","makespan_reverse-cp2025_big","0.594","16.02","0","49","0.0","2354","1047","5932","","24984","6294","28","156","1142","61.069","13611","","4741","10369","","0.0","242","0.813595","1026","83039279","4741","-1825813979"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-04.dzn","UNKNOWN","303.74606510507874","minimize","","","17822","","","26508","makespan_reverse-cp2025_big","","","0","","","","","29789","","","29338","0","559","","","","","","","","","968","2.35888","2592","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-03.dzn","SATISFIED","301.1545417639427","minimize","3386","1015","3025","","","945","makespan_reverse-cp2025_big","","","0","","","3386","","3272","","","4128","4","945","","45.7116","","","","","2387","","1210","0.878517","1973","40228580","74042",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-05.dzn","OPTIMAL_SOLUTION","0.9201254029758275","minimize","672","299011","812","0.011","299256","482","makespan_reverse-cp2025_big","0.284","0.42","0","1","0.0","672","243","833","","57","650","1","74","57","0.012","0","","0","912","","0.0","121","0.257828","239","2055","0","686437361"
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t021-03.dzn","OPTIMAL_SOLUTION","17.07778785098344","minimize","4234","211142","24709","8.305","214302","36856","makespan_reverse-cp2025_big","3.35","2.11","0","8","0.0","4234","3158","41021","","10383","39816","1","766","609","8.313","4515","","4901","73848","","0.0","1331","2.92266","3119","54863445","4901","-1161255233"
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-02.dzn","SATISFIED","302.5225682700984","minimize","","","11312","","","16914","makespan_reverse-cp2025_big","","","0","","","3510","","19295","","","19596","9","352","","","","","","","","","605","1.60567","2045","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t030-01.dzn","UNKNOWN","305.5247390861623","minimize","","","47855","","","72870","makespan_reverse-cp2025_big","","","0","","","","","79514","","","75793","0","1376","","","","","","","","","2420","4.84959","4532","","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-03.dzn","OPTIMAL_SOLUTION","0.4937930980231613","minimize","315","","","","","84","makespan_reverse-cp2025_big","","","0","","","315","","40","","0","102","1","102","","0.2037","","","","","315","","","0.19988","99","","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-04.dzn","SATISFIED","303.4151341910474","minimize","","","21152","","","32026","makespan_reverse-cp2025_big","","","0","","","5951","","35596","","","34891","1","629","","","","","","","","","1089","2.67851","2765","","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-04.dzn","SATISFIED","303.41775063890964","minimize","","","21152","","","32026","makespan_reverse-cp2025_big","","","0","","","5906","","35596","","","34891","1","629","","","","","","","","","1089","2.61636","2765","","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-05.dzn","OPTIMAL_SOLUTION","1.2753090800251812","minimize","2131","12971","2181","0.108","13616","2078","makespan_reverse-cp2025_big","0.258","0.19","0","1","0.0","2131","643","2913","","1058","2747","1","153","118","0.108","171","","770","4269","","0.0","242","0.486954","638","1048038","770","2023496328"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-04.dzn","UNKNOWN","303.2268106539268","minimize","","","18932","","","28728","makespan_reverse-cp2025_big","","","0","","","","","32038","","","31668","0","558","","","","","","","","","968","2.39836","2640","","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-06.dzn","SATISFIED","302.1911269549746","minimize","","","8279","","","11990","makespan_reverse-cp2025_big","","","0","","","3940","","13944","","","14204","1","292","","","","","","","","","484","1.30279","1668","","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-06.dzn","OPTIMAL_SOLUTION","1.924839799059555","minimize","683","714221","1881","0.027","715097","1478","makespan_reverse-cp2025_big","1.067","2.11","0","1","0.0","683","874","2158","","161","1792","1","140","107","0.029","0","","54","2843","","0.0","242","0.341458","464","14237","54","30851861"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-01.dzn","SATISFIED","301.79496544902213","minimize","4995","0","4235","","","1323","makespan_reverse-cp2025_big","","","0","","","4995","","4324","","","5062","116","1323","","153.472","","","","","3423","","1694","1.00215","2436","0","0",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-01.dzn","OPTIMAL_SOLUTION","0.5455863780807704","minimize","1609","5423","33","0.006","5562","66","makespan_reverse-cp2025_big","0.029","0.08","0","1","0.0","1609","137","185","","11","342","1","9","11","0.006","0","","0","345","","0.0","","0.235306","133","1165","0","1848055095"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t035-03.dzn","SATISFIED","304.79025225597434","minimize","7026","","63830","","5697","100826","makespan_reverse-cp2025_big","4.72","","0","","1104.0","7026","","107237","","133507","102213","25","","","253.98","","","","59793","6930","","3025","6.77053","5366","","59913",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-06.dzn","OPTIMAL_SOLUTION","0.7923050690442324","minimize","1424","4287","1129","0.011","4733","1116","makespan_reverse-cp2025_big","0.113","3.16","0","1","0.0","1424","444","1617","","69","1704","1","72","66","0.011","2","","2","2534","","0.0","121","0.342858","439","12693","2","-1632015329"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-05.dzn","OPTIMAL_SOLUTION","0.547224294161424","minimize","647","68210","4","0.003","68268","8","makespan_reverse-cp2025_big","0.061","0.08","0","1","0.0","647","56","50","","4","114","1","","4","0.003","0","","0","106","","0.0","","0.203433","51","337","0","-1250438519"
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-03.dzn","SATISFIED","300.67251009098254","minimize","2498","591","1210","","","378","makespan_reverse-cp2025_big","","","0","","","2498","","1488","","","2152","2","378","","2.40097","","","","","2149","","484","0.548941","1016","280789","587",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t025-03.dzn","OPTIMAL_SOLUTION","18.477315253112465","minimize","5161","206342","36981","5.35","210171","56832","makespan_reverse-cp2025_big","5.298","24.03","0","7","0.0","5161","3827","62138","","6422","59878","1","1035","805","5.371","1425","","4287","113060","","0.0","1815","4.179039","3789","38894722","4287","-334522008"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-02.dzn","SATISFIED","302.4770877419505","minimize","5079","","","","","6381","makespan_reverse-cp2025_big","","","0","","","5079","","4637","2745","763","61022","20","35604","","300.6785","","331","","","4515","","","11.3718","38954","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-04.dzn","SATISFIED","301.9915113779716","minimize","","","7535","","","10502","makespan_reverse-cp2025_big","","","0","","","2317","","12358","","","12522","3","280","","","","","","","","","484","1.21785","1576","","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t021-01.dzn","SATISFIED","303.969644241035","minimize","","","24960","","","37358","makespan_reverse-cp2025_big","","","0","","","5649","","41523","","","40318","1","766","","","","","","","","","1331","3.00596","3119","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-05.dzn","OPTIMAL_SOLUTION","0.5740814011078328","minimize","136","59327","778","0.007","59521","414","makespan_reverse-cp2025_big","0.057","0.08","0","1","0.0","136","192","719","","50","486","1","68","50","0.007","0","","0","704","","0.0","121","0.228398","190","1382","0","-1886815664"
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-03.dzn","UNKNOWN","307.95471184514463","minimize","","","77300","","","120340","makespan_reverse-cp2025_big","","","0","","","","","129824","","","123394","0","2056","","","","","","","","","3630","8.24668","6158","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t045-01.dzn","UNKNOWN","305.7094731389079","minimize","","","21175","","","6615","makespan_reverse-cp2025_big","","","0","","","","","17536","","","14073","0","6615","","","","","","","","","8470","2.54016","6986","","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-06.dzn","UNKNOWN","302.2496265848167","minimize","","","8582","","","12596","makespan_reverse-cp2025_big","","","0","","","","","14588","","","14942","0","288","","","","","","","","","484","1.42796","1732","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t022-03.dzn","UNKNOWN","303.7797036890406","minimize","","","27995","","","42286","makespan_reverse-cp2025_big","","","0","","","","","46697","","","45178","0","833","","","","","","","","","1452","3.14409","3252","","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t050-03.dzn","UNKNOWN","310.42656707391143","minimize","","","118786","","","191892","makespan_reverse-cp2025_big","","","0","","","","","204267","","","195252","0","2735","","","","","","","","","4840","11.8653","7877","","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-01.dzn","OPTIMAL_SOLUTION","21.950818239944056","minimize","2632","1340","1815","","","567","makespan_reverse-cp2025_big","","","0","","","2632","","2090","","","2818","128","567","","17.5765","","","","","2632","","726","0.660472","1339","6081084","11096",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-04.dzn","OPTIMAL_SOLUTION","2.7335202861577272","minimize","1854","68675","5464","0.253","70015","7502","makespan_reverse-cp2025_big","0.735","1.41","0","3","0.0","1854","1338","9007","","1666","9291","1","216","185","0.255","857","","588","15890","","0.0","363","0.971843","1313","2419954","588","223675499"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-02.dzn","OPTIMAL_SOLUTION","2.1299945539794862","minimize","1654","316","1815","","","567","makespan_reverse-cp2025_big","","","0","","","1654","","1632","","","1572","1","567","","0.335131","","","","","1654","","726","0.418265","760","50811","131",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-05.dzn","OPTIMAL_SOLUTION","1.212155181914568","minimize","2131","","2181","","802","2231","makespan_reverse-cp2025_big","0.11","","0","","56.0","2131","","2913","","99","2732","1","","","0.15","","","","2431","2131","","242","0.447538","623","","44",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t022-01.dzn","UNKNOWN","303.9000916508958","minimize","","","29874","","","46044","makespan_reverse-cp2025_big","","","0","","","","","50508","","","49070","0","832","","","","","","","","","1452","3.44024","3306","","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-04.dzn","SATISFIED","302.6664179551881","minimize","4025","","11858","","2825","18366","makespan_reverse-cp2025_big","1.07","","0","","453.0","4025","","20451","","32165","20765","11","","","19.01","","","","13987","3109","","605","1.7203","2056","","15350",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-06.dzn","SATISFIED","302.5895023930352","minimize","4868","","","","","6056","makespan_reverse-cp2025_big","","","0","","","4868","","4300","2440","1123","57056","40","33678","","300.4388","","246","","","4556","","","10.5047","36633","","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-05.dzn","OPTIMAL_SOLUTION","2.4342903629876673","minimize","1099","","","","","1830","makespan_reverse-cp2025_big","","","0","","","1099","","1262","610","1","8183","1","4541","","2.0388","","","","","1099","","","1.59041","5266","","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t025-01.dzn","SATISFIED","304.4604712720029","minimize","5163","","34823","","4205","53552","makespan_reverse-cp2025_big","2.96","","0","","1140.0","5163","","57767","","79700","55385","14","","","108.48","","","","33776","5065","","1815","3.80007","3690","","36446",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-03.dzn","UNKNOWN","302.6000793729909","minimize","","","12496","","","19282","makespan_reverse-cp2025_big","","","0","","","","","21727","","","22090","0","360","","","","","","","","","605","1.7826","2105","","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-01.dzn","UNKNOWN","303.0845660199411","minimize","","","14197","","","21542","makespan_reverse-cp2025_big","","","0","","","","","24271","","","24380","0","425","","","","","","","","","726","2.036449","2278","","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-05.dzn","SATISFIED","301.9263354749419","minimize","5495","1942","5445","","","1701","makespan_reverse-cp2025_big","","","0","","","5495","","5254","","","5680","4","1701","","104.079","","","","","4004","","2178","1.10126","2752","98271537","183900",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-05.dzn","SATISFIED","302.4304476720281","minimize","","","8780","","","12992","makespan_reverse-cp2025_big","","","0","","","3649","","15013","","","15398","3","289","","","","","","","","","484","1.39537","1762","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-02.dzn","OPTIMAL_SOLUTION","3.7573541491292417","minimize","1123","484","1210","","","378","makespan_reverse-cp2025_big","","","0","","","1123","","1328","","","1763","1","378","","2.01642","","","","","1123","","484","0.446616","829","2015028","8591",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-05.dzn","SATISFIED","302.4611163230147","minimize","","","11517","","","17324","makespan_reverse-cp2025_big","","","0","","","3062","","19705","","","20006","6","352","","","","","","","","","605","1.66268","2045","","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t030-03.dzn","SATISFIED","305.65091102197766","minimize","","","48109","","","73378","makespan_reverse-cp2025_big","","","0","","","6009","","80022","","","76301","1","1376","","","","","","","","","2420","5.06104","4532","","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-01.dzn","UNKNOWN","308.6415229330305","minimize","","","79930","","","125600","makespan_reverse-cp2025_big","","","0","","","","","135131","","","128787","0","2055","","","","","","","","","3630","8.16268","6220","","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-02.dzn","SATISFIED","302.54373872000724","minimize","","","11836","","","17962","makespan_reverse-cp2025_big","","","0","","","4489","","20375","","","20707","1","356","","","","","","","","","605","1.67793","2075","","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-02.dzn","OPTIMAL_SOLUTION","0.7522837300784886","minimize","1647","8811","935","0.011","9189","728","makespan_reverse-cp2025_big","0.099","0.19","0","1","0.0","1647","376","1186","","85","1174","1","77","64","0.011","0","","21","1616","","0.0","121","0.324505","373","23375","21","-1657569975"
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-02.dzn","SATISFIED","301.33458697400056","minimize","3879","1041","3025","","","945","makespan_reverse-cp2025_big","","","0","","","3879","","3314","","","4266","5","945","","33.0325","","","","","2925","","1210","0.890819","2038","28489190","107375",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-05.dzn","UNKNOWN","303.32712868391536","minimize","","","21187","","","32096","makespan_reverse-cp2025_big","","","0","","","","","35667","","","34962","0","630","","","","","","","","","1089","2.63393","2765","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-04.dzn","OPTIMAL_SOLUTION","4.795878462027758","minimize","1854","627","1815","","","567","makespan_reverse-cp2025_big","","","0","","","1854","","2060","","","2754","1","567","","1.026289","","","","","1854","","726","0.648103","1308","175736","581",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-03.dzn","SATISFIED","301.98786432202905","minimize","","","5764","","","8102","makespan_reverse-cp2025_big","","","0","","","2619","","9638","","","9956","3","217","","","","","","","","","363","0.996562","1345","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-05.dzn","OPTIMAL_SOLUTION","4.382471888093278","minimize","1099","46794","2678","3.089","47646","3072","makespan_reverse-cp2025_big","0.284","2.11","0","9","0.0","1099","850","4028","","21783","4183","1","136","124","3.091","11790","","9751","6732","","0.0","242","0.563293","836","24478892","9751","-1865842880"
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t022-02.dzn","SATISFIED","302.41710027400404","minimize","5121","2611","7260","","","2268","makespan_reverse-cp2025_big","","","0","","","5121","","6716","","","6769","1","2268","","6.28488","","","","","4487","","2904","1.3599","3290","1899849","8264",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t030-02.dzn","SATISFIED","306.10833024187014","minimize","6971","","48783","","4861","76102","makespan_reverse-cp2025_big","4.34","","0","","1703.0","6971","","81370","","93723","77600","34","","","221.23","","","","46084","6230","","2420","5.15528","4483","","42723",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-02.dzn","OPTIMAL_SOLUTION","0.5210370041895658","minimize","557","1","","","","","makespan_reverse-cp2025_big","","","0","","","557","","28","","","77","1","","","0.022889","","","","","557","","","0.182364","32","2","0",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-02.dzn","SATISFIED","302.84675895795226","minimize","","","11836","","","17962","makespan_reverse-cp2025_big","","","0","","","4489","","20375","","","20707","1","356","","","","","","","","","605","1.74384","2075","","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t050-03.dzn","OPTIMAL_SOLUTION","65.90434201899916","minimize","10078","389269","118786","28.475","397187","191892","makespan_reverse-cp2025_big","15.542","54.07","0","1","0.0","10078","7916","204267","","18698","195252","1","2735","2012","28.545","7249","","10086","378365","","0.0","4840","12.0541","7877","134509966","10086","1798641105"
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-01.dzn","UNKNOWN","303.18002880201675","minimize","","","19289","","","29442","makespan_reverse-cp2025_big","","","0","","","","","32734","","","32309","0","560","","","","","","","","","968","2.50475","2608","","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-02.dzn","SATISFIED","301.1210746380966","minimize","5276","0","4235","","","511","makespan_reverse-cp2025_big","","","0","","","5276","","3928","","","4213","110","2135","","182.638","","","","","4358","","1694","0.994025","2409","0","0",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-01.dzn","SATISFIED","301.79597038798966","minimize","2993","86015","5579","1.103","87370","7732","makespan_reverse-cp2025_big","0.929","0.94","0","19","0.0","2993","1353","9239","","671274","9553","1","212","197","299.012","191625","","478593","16405","","0.0","363","0.980137","1329","2012788090","478593","413386697"
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-03.dzn","SATISFIED","302.8984015430324","minimize","","","17764","","","27534","makespan_reverse-cp2025_big","","","0","","","4569","","30585","","","30559","4","484","","","","","","","","","847","2.34492","2519","","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-04.dzn","SATISFIED","302.64112233603373","minimize","","","11858","","","18006","makespan_reverse-cp2025_big","","","0","","","4134","","20451","","","20814","1","360","","","","","","","","","605","1.7322","2105","","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t035-02.dzn","UNKNOWN","304.6131499148905","minimize","","","63957","","","99364","makespan_reverse-cp2025_big","","","0","","","","","107433","","","102371","0","1716","","","","","","","","","3025","6.51749","5357","","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-03.dzn","UNKNOWN","303.7501951151062","minimize","","","22893","","","35508","makespan_reverse-cp2025_big","","","0","","","","","39077","","","38372","0","628","","","","","","","","","1089","2.77384","2765","","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t025-03.dzn","OPTIMAL_SOLUTION","49.175055803963915","minimize","5161","237827","36981","35.859","241656","56832","makespan_reverse-cp2025_big","5.342","24.03","0","1","0.0","5161","3827","62138","","48798","59878","1","1035","802","35.89","13671","","34452","113060","","0.0","1815","4.25098","3789","238269487","34452","-1210922913"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-04.dzn","OPTIMAL_SOLUTION","3.0999683560803533","minimize","1442","","","","","2138","makespan_reverse-cp2025_big","","","0","","","1442","","1388","610","1","9622","1","5592","","2.6548","","","","","1442","","","2.09835","6310","","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-04.dzn","OPTIMAL_SOLUTION","2.6999986090231687","minimize","1442","182","1210","","","378","makespan_reverse-cp2025_big","","","0","","","1442","","1414","","","1945","3","378","","0.558289","","","","","1442","","484","0.487777","918","72662","127",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-04.dzn","OPTIMAL_SOLUTION","1.6793721630237997","minimize","1442","39318","3049","0.122","40261","3814","makespan_reverse-cp2025_big","0.359","3.16","0","3","0.0","1442","941","4862","","1169","5104","1","148","130","0.123","515","","507","8303","","0.0","242","0.677121","922","837239","507","220030148"
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t035-03.dzn","SATISFIED","302.3560621989891","minimize","7026","4034","15125","","","4725","makespan_reverse-cp2025_big","","","0","","","7026","","12836","","","10912","1","4725","","27.1209","","","","","6929","","6050","1.87465","5386","10717109","11121",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-03.dzn","OPTIMAL_SOLUTION","1.236471468117088","minimize","1579","86","605","","","189","makespan_reverse-cp2025_big","","","0","","","1579","","682","","","931","1","189","","0.104855","","","","","1579","","242","0.288594","434","4252","0",""
