"configuration","problem","model","data_file","status","time","method","solver_objective","boolVariables","flatBoolConstraints","optTime","variables","evaluatedReifiedConstraints","run","initTime","trailMem","paths","restarts","peakMem","objective","intVars","flatBoolVars","eliminatedLinearConstraints","nodes","flatIntConstraints","nSolutions","evaluatedHalfReifiedConstraints","peakDepth","solveTime","backjumps","openNodes","nogoods","propagators","objectiveBound","baseMem","eliminatedImplications","flatTime","flatIntVars","propagations","failures","randomSeed"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-05.dzn","OPTIMAL_SOLUTION","0.7788322849664837","minimize","672","","","","","515","makespan_reverse-cp2025_big","","","0","","","672","","436","305","0","2096","1","766","","0.4723","","","","","672","","","0.433123","1148","","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-05.dzn","OPTIMAL_SOLUTION","271.9847441560123","minimize","4134","","","","","5595","makespan_reverse-cp2025_big","","","0","","","4134","","3897","2135","1348","47271","51","27805","","269.8726","","158","","","4134","","","9.04029","30391","","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-01.dzn","SATISFIED","301.8929954560008","minimize","2972","306948","5579","5.825","308303","7732","makespan_reverse-cp2025_big","0.942","3.16","0","2","0.0","2972","1353","9239","","500479","9553","2","212","192","299.063","11797","","488258","16405","","0.0","363","0.929303","1329","1988296879","488258","1782646014"
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-02.dzn","SATISFIED","302.48123126802966","minimize","","","16738","","","24547","makespan_reverse-cp2025_big","","","0","","","5356","","27967","","","27361","2","1291","","","","","","","","","847","2.091479","2420","","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-06.dzn","SATISFIED","301.3713275559712","minimize","4175","0","3025","","","945","makespan_reverse-cp2025_big","","","0","","","4175","","3370","","","4384","96","945","","166.205","","","","","3437","","1210","0.928556","2096","0","0",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-06.dzn","OPTIMAL_SOLUTION","1.926796181127429","minimize","683","714205","1881","0.036","715081","1478","makespan_reverse-cp2025_big","1.053","2.11","0","2","0.0","683","874","2158","","293","1792","1","140","108","0.039","0","","180","2843","","0.0","242","0.353036","464","17145","180","1932360529"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-01.dzn","SATISFIED","300.81385076395236","minimize","2685","1821","1815","","","567","makespan_reverse-cp2025_big","","","0","","","2685","","2090","","","2818","10","567","","42.1622","","","","","2245","","726","0.656334","1339","41520134","130036",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-06.dzn","OPTIMAL_SOLUTION","0.7859014391433448","minimize","683","6","605","","","189","makespan_reverse-cp2025_big","","","0","","","683","","560","","","588","1","189","","0.090001","","","","","683","","242","0.246215","271","758","0",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-05.dzn","OPTIMAL_SOLUTION","7.20249219215475","minimize","3531","50563","13358","3.074","52444","17580","makespan_reverse-cp2025_big","1.381","7.12","0","8","0.0","3531","1879","20306","","13411","18854","1","562","414","3.083","6895","","6050","34545","","0.0","968","1.55154","1865","37243813","6050","1839205579"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-04.dzn","SATISFIED","302.39439947903156","minimize","3981","","","","","5908","makespan_reverse-cp2025_big","","","0","","","3981","","4228","2440","3245","52122","23","30325","","300.6542","","296","","","3861","","","9.79385","33291","","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-01.dzn","UNKNOWN","301.75840321579017","minimize","-1","76491","5518","0.0","77864","7610","makespan_reverse-cp2025_big","0.895","1.41","0","0","0.0","","1371","9149","","832040","9467","0","220","54","299.05","341426","","490567","16127","","0.0","363","0.941245","1345","2323414831","490567","-1982810255"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t045-03.dzn","UNKNOWN","310.4528372141067","minimize","","","","","","14899","makespan_reverse-cp2025_big","","","0","","","","","13429","10675","1","275101","0","159772","","250.4662","","","","","8753.00000005","","","49.4347","173249","","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-05.dzn","OPTIMAL_SOLUTION","0.9231587077956647","minimize","672","299011","812","0.011","299256","482","makespan_reverse-cp2025_big","0.279","0.42","0","1","0.0","672","243","833","","57","650","1","74","57","0.012","0","","0","912","","0.0","121","0.263722","239","2055","0","1942659968"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t030-01.dzn","OPTIMAL_SOLUTION","34.2957524061203","minimize","6117","332","12100","","","3780","makespan_reverse-cp2025_big","","","0","","","6117","","10408","","","9138","2","3780","","7.08057","","","","","6117","","4840","1.63626","4508","1204705","252",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-05.dzn","OPTIMAL_SOLUTION","15.269039284903556","minimize","3531","3417","4840","","","1512","makespan_reverse-cp2025_big","","","0","","","3531","","4220","","","3779","1","1512","","9.25565","","","","","3531","","1936","0.76792","1853","7503285","7145",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-01.dzn","UNKNOWN","302.54450641805306","minimize","","","12165","","","18620","makespan_reverse-cp2025_big","","","0","","","","","21065","","","21428","0","360","","","","","","","","","605","1.73849","2105","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-02.dzn","SATISFIED","301.14338768692687","minimize","5356","2349","4235","","","511","makespan_reverse-cp2025_big","","","0","","","5356","","3928","","","4213","2","2135","","36.1657","","","","","4040","","1694","0.993553","2409","15125153","18635",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-01.dzn","OPTIMAL_SOLUTION","35.802452374016866","minimize","8024","234804","79930","9.213","241065","125600","makespan_reverse-cp2025_big","11.357","4.75","0","1","0.0","8024","6259","135131","","9609","128787","1","2055","1507","9.251","2539","","5861","247669","","0.0","3630","8.000669","6220","60432660","5861","-545066586"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-01.dzn","SATISFIED","303.2304105318617","minimize","4455","","19289","","3259","30002","makespan_reverse-cp2025_big","1.69","","0","","652.0","4455","","32734","","57859","32260","68","","","67.47","","","","20502","3516","","968","2.4756","2559","","25890",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t030-03.dzn","UNKNOWN","305.5353498691693","minimize","","","48109","","","73378","makespan_reverse-cp2025_big","","","0","","","","","80022","","","76301","0","1376","","","","","","","","","2420","4.91268","4532","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-06.dzn","OPTIMAL_SOLUTION","1.032317167846486","minimize","1632","5940","2034","0.027","6522","1784","makespan_reverse-cp2025_big","0.189","0.19","0","1","0.0","1632","580","2551","","464","2323","1","143","112","0.027","284","","69","3622","","0.0","242","0.434683","576","194441","69","1582480035"
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-03.dzn","UNKNOWN","303.26196581008844","minimize","","","22049","","","33820","makespan_reverse-cp2025_big","","","0","","","","","37411","","","36767","0","626","","","","","","","","","1089","2.60497","2801","","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-05.dzn","OPTIMAL_SOLUTION","1.529784883838147","minimize","2151","13039","4553","0.018","14012","4538","makespan_reverse-cp2025_big","0.352","1.41","0","1","0.0","2151","971","5911","","248","5239","1","275","216","0.019","1","","31","8905","","0.0","484","0.658226","965","35654","31","-1557263689"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-04.dzn","OPTIMAL_SOLUTION","94.66386520909145","minimize","3067","","","","","3782","makespan_reverse-cp2025_big","","","0","","","3067","","2547","1220","1170","25337","22","15064","","93.6266","","353","","","3067","","","4.76926","16512","","",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-04.dzn","OPTIMAL_SOLUTION","0.42475338093936443","minimize","505","","","","57","","makespan_reverse-cp2025_big","0.0","","0","","0.0","505","","28","","1","64","1","","","0.0","","","","94","505","","","0.166054","32","","4",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t022-03.dzn","SATISFIED","303.7974398788065","minimize","","","27995","","","42286","makespan_reverse-cp2025_big","","","0","","","6503","","46697","","","45178","1","833","","","","","","","","","1452","3.12594","3252","","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-02.dzn","OPTIMAL_SOLUTION","1.7419691381510347","minimize","1480","221","1815","","","567","makespan_reverse-cp2025_big","","","0","","","1480","","1570","","","1406","1","567","","0.264484","","","","","1480","","726","0.38608","680","12287","0",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-05.dzn","OPTIMAL_SOLUTION","0.5781312040053308","minimize","136","59327","778","0.007","59521","414","makespan_reverse-cp2025_big","0.057","0.08","0","1","0.0","136","192","719","","50","486","1","68","50","0.007","0","","0","704","","0.0","121","0.236234","190","1382","0","-1083082137"
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-03.dzn","SATISFIED","301.2240912350826","minimize","2393","64375","3408","0.272","65416","4532","makespan_reverse-cp2025_big","0.578","0.94","0","21","0.0","2393","1039","5654","","679919","6027","2","148","148","299.214","837","","677972","9895","","0.0","242","0.777056","1020","2048356238","677972","-984978202"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-01.dzn","UNKNOWN","303.32935387897305","minimize","","","19289","","","29442","makespan_reverse-cp2025_big","","","0","","","","","32734","","","32309","0","560","","","","","","","","","968","2.49446","2608","","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-06.dzn","SATISFIED","301.02158178179525","minimize","3396","0","2420","","","756","makespan_reverse-cp2025_big","","","0","","","3396","","2732","","","3617","39","756","","293.072","","","","","2892","","968","0.790511","1725","0","0",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-04.dzn","UNKNOWN","0.4991266361903399","minimize","0","0","","","","","makespan_reverse-cp2025_big","","","0","","","","","28","","","80","0","","","0.003135","","","","","0","","","0.181034","32","0","0",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-02.dzn","OPTIMAL_SOLUTION","0.5226492669899017","minimize","557","0","","","","","makespan_reverse-cp2025_big","","","0","","","557","","28","","","77","1","","","0.025136","","","","","557","","","0.182379","32","0","0",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-04.dzn","SATISFIED","301.97386818914674","minimize","2379","172319","7535","172.277","173927","10502","makespan_reverse-cp2025_big","0.998","2.11","0","20","0.0","2379","1606","12358","","758544","12522","2","280","249","298.748","263667","","493329","21926","","0.0","484","1.24295","1576","2109823441","493329","-1549196415"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-03.dzn","OPTIMAL_SOLUTION","0.48499153298325837","minimize","315","23513","2","0.005","23552","4","makespan_reverse-cp2025_big","0.022","0.02","0","1","0.0","315","37","32","","3","78","1","","3","0.005","0","","0","71","","0.0","","0.198759","35","215","0","1074262925"
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-02.dzn","OPTIMAL_SOLUTION","0.5545126360375434","minimize","607","64438","3","0.005","64494","6","makespan_reverse-cp2025_big","0.058","0.05","0","1","0.0","607","54","46","","4","113","1","","4","0.005","0","","0","104","","0.0","","0.207029","52","325","0","-1421084111"
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-03.dzn","OPTIMAL_SOLUTION","73.28343096398748","minimize","7804","687","18150","","","5670","makespan_reverse-cp2025_big","","","0","","","7804","","15138","","","12359","20","5670","","30.5471","","","","","7804","","7260","2.22417","6124","8830061","565",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-06.dzn","OPTIMAL_SOLUTION","1.1337616378441453","minimize","1424","122","605","","","189","makespan_reverse-cp2025_big","","","0","","","1424","","686","","","941","1","189","","0.116172","","","","","1424","","242","0.297762","438","7579","37",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-04.dzn","SATISFIED","300.86535358801484","minimize","2317","1257","2420","","","756","makespan_reverse-cp2025_big","","","0","","","2317","","2604","","","3297","3","756","","34.9324","","","","","1772","","968","0.720751","1571","39385788","109586",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-05.dzn","OPTIMAL_SOLUTION","0.7165213408879936","minimize","0","","","","","383","makespan_reverse-cp2025_big","","","0","","","136","","373","305","0","1812","1","530","","0.4016","","","","","0","","","0.351908","914","","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-04.dzn","SATISFIED","301.3587518830318","minimize","2578","120206","3719","19.151","121305","5154","makespan_reverse-cp2025_big","0.636","4.75","0","19","0.0","2578","1097","6336","","410141","6765","2","156","137","299.171","30306","","379092","11181","","0.0","242","0.822097","1076","1287771511","379092","-49060508"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-01.dzn","OPTIMAL_SOLUTION","0.4621370481327176","minimize","350","","","","","42","makespan_reverse-cp2025_big","","","0","","","350","","20","","0","45","1","49","","0.1821","","","","","350","","","0.18112","46","","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-05.dzn","OPTIMAL_SOLUTION","1.2801703750155866","minimize","2131","10646","2181","0.118","11291","2078","makespan_reverse-cp2025_big","0.258","0.19","0","4","0.0","2131","643","2913","","1328","2747","1","153","117","0.118","167","","1022","4269","","0.0","242","0.483251","638","1345393","1022","1875329397"
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-04.dzn","OPTIMAL_SOLUTION","0.9753415999002755","minimize","1342","","","","","725","makespan_reverse-cp2025_big","","","0","","","1342","","533","305","1","2577","3","1171","","0.6593","","","","","1342","","","0.582958","1545","","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t025-03.dzn","OPTIMAL_SOLUTION","64.88725353893824","minimize","5161","3012","9075","","","2835","makespan_reverse-cp2025_big","","","0","","","5161","","8126","","","7717","1","2835","","44.0499","","","","","5161","","3630","1.48905","3770","20415660","14988",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-03.dzn","SATISFIED","302.36900223605335","minimize","3444","","10885","","2620","16416","makespan_reverse-cp2025_big","0.93","","0","","349.0","3444","","18403","","130864","18567","16","","","107.01","","","","12663","2387","","605","1.57567","1938","","58902",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t045-02.dzn","OPTIMAL_SOLUTION","66.73161840299144","minimize","9003","5806","21175","","","6615","makespan_reverse-cp2025_big","","","0","","","9003","","17526","","","14059","1","6615","","12.6987","","","","","9003","","8470","2.51936","6982","3869435","16452",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-05.dzn","SATISFIED","301.01473905402236","minimize","1927","99023","3056","20.069","99947","3828","makespan_reverse-cp2025_big","0.439","2.11","0","5","0.0","1927","922","4870","","453755","5076","5","152","138","299.299","34238","","418824","8266","","0.0","242","0.692537","902","973779525","418824","-1136648058"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-06.dzn","SATISFIED","302.8022894030437","minimize","4239","","14244","","2978","22063","makespan_reverse-cp2025_big","1.25","","0","","522.0","4239","","24367","","175636","24427","11","","","213.99","","","","16083","2932","","726","1.97304","2229","","81809",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-03.dzn","SATISFIED","301.4417278158944","minimize","4131","0","3630","","","1134","makespan_reverse-cp2025_big","","","0","","","4131","","3836","","","4690","116","1134","","201.819","","","","","3366","","1452","0.973778","2252","0","0",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-02.dzn","OPTIMAL_SOLUTION","42.26198079297319","minimize","2201","2282","1210","","","378","makespan_reverse-cp2025_big","","","0","","","2201","","1484","","","2142","130","378","","39.1681","","","","","2201","","484","0.514144","1012","5456846","11200",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-02.dzn","SATISFIED","302.14031811617315","minimize","","","8172","","","11776","makespan_reverse-cp2025_big","","","0","","","2845","","13708","","","14006","1","280","","","","","","","","","484","1.28191","1676","","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-01.dzn","OPTIMAL_SOLUTION","0.7755761428270489","minimize","479","","","","","481","makespan_reverse-cp2025_big","","","0","","","479","","420","305","0","2044","3","722","","0.4637","","","","","479","","","0.417823","1108","","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-02.dzn","OPTIMAL_SOLUTION","0.533301190007478","minimize","607","","","","","120","makespan_reverse-cp2025_big","","","0","","","607","","57","","0","146","1","146","","0.2245","","","","","607","","","0.218303","142","","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-01.dzn","OPTIMAL_SOLUTION","143.40584237803705","minimize","8024","1269","18150","","","5670","makespan_reverse-cp2025_big","","","0","","","8024","","15186","","","12493","75","5670","","99.6294","","","","","8024","","7260","2.26382","6186","9413368","986",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-02.dzn","OPTIMAL_SOLUTION","153.98792873183265","minimize","2715","","3682","","1523","5236","makespan_reverse-cp2025_big","0.28","","0","","151.0","2715","","6262","","446240","6660","34","","","151.93","","","","5199","2715","","242","0.751045","1045","","215728",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-01.dzn","SATISFIED","302.62946746801026","minimize","","","11601","","","17492","makespan_reverse-cp2025_big","","","0","","","3415","","19905","","","20237","1","356","","","","","","","","","605","1.72154","2075","","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-04.dzn","SATISFIED","300.8564643911086","minimize","2316","1134","2420","","","756","makespan_reverse-cp2025_big","","","0","","","2316","","2604","","","3297","42","756","","10.9883","","","","","1772","","968","0.721318","1571","3062770","4587",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-04.dzn","OPTIMAL_SOLUTION","0.6067271889187396","minimize","205","84719","778","0.007","84913","414","makespan_reverse-cp2025_big","0.08","0.28","0","1","0.0","205","192","719","","50","486","1","68","50","0.007","0","","0","704","","0.0","121","0.230676","190","1370","0","-763296556"
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-03.dzn","SATISFIED","300.70148365409113","minimize","2740","850","1210","","","378","makespan_reverse-cp2025_big","","","0","","","2740","","1460","","","2093","2","378","","1.19398","","","","","2563","","484","0.530966","987","311928","2501",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-06.dzn","OPTIMAL_SOLUTION","1.234608527040109","minimize","2477","37830","1380","0.061","38346","1618","makespan_reverse-cp2025_big","0.22","0.63","0","2","0.0","2477","514","2202","","1563","2344","2","87","66","0.165","201","","1235","3598","","0.0","121","0.454785","507","1028178","1235","-2102862431"
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-06.dzn","OPTIMAL_SOLUTION","3.665116547839716","minimize","2036","62103","7876","0.255","63780","11184","makespan_reverse-cp2025_big","1.1","1.41","0","4","0.0","2036","1675","13084","","1140","13351","3","276","259","0.256","55","","251","23451","","0.0","484","1.31733","1646","1952064","251","-1236526981"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-01.dzn","OPTIMAL_SOLUTION","0.5462030530907214","minimize","479","","817","","257","560","makespan_reverse-cp2025_big","0.02","","0","","7.0","479","","829","","5","652","1","","","0.02","","","","706","479","","121","0.223788","234","","4",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-04.dzn","SATISFIED","300.7089897599071","minimize","1060","","2320","","950","2492","makespan_reverse-cp2025_big","0.14","","0","","75.0","1060","","3236","","869909","3244","8","","","299.51","","","","2870","879","","242","0.485684","723","","421711",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-02.dzn","UNKNOWN","0.5418327010702342","minimize","0","0","","","","","makespan_reverse-cp2025_big","","","0","","","","","54","","","141","0","","","0.004414","","","","","0","","","0.196114","61","0","0",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-05.dzn","SATISFIED","300.9046463619452","minimize","1905","","3056","","1236","3980","makespan_reverse-cp2025_big","0.2","","0","","104.0","1905","","4870","","473559","5053","19","","","299.36","","","","4079","1736","","242","0.635045","879","","225831",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-03.dzn","OPTIMAL_SOLUTION","0.5217839819379151","minimize","315","2","","","","","makespan_reverse-cp2025_big","","","0","","","315","","28","","","88","1","","","0.024422","","","","","315","","","0.178205","35","3","0",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-03.dzn","OPTIMAL_SOLUTION","1.6707425729837269","minimize","609","159","1210","","","378","makespan_reverse-cp2025_big","","","0","","","609","","1248","","","1519","1","378","","0.204377","","","","","609","","484","0.435071","714","8912","1",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t014-02.dzn","SATISFIED","301.38743545510806","minimize","4077","0","3025","","","945","makespan_reverse-cp2025_big","","","0","","","4077","","3342","","","4325","138","945","","146.994","","","","","3370","","1210","0.922226","2067","0","0",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-05.dzn","OPTIMAL_SOLUTION","0.4790294859558344","minimize","328","25017","2","0.004","25054","4","makespan_reverse-cp2025_big","0.023","0.05","0","1","0.0","328","35","30","","3","73","1","","3","0.004","0","","0","67","","0.0","","0.196708","33","203","0","-550806714"
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-01.dzn","OPTIMAL_SOLUTION","0.6876721188891679","minimize","1590","","973","","427","884","makespan_reverse-cp2025_big","0.04","","0","","20.0","1590","","1243","","12","1151","1","","","0.05","","","","1133","1590","","121","0.278637","322","","5",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-01.dzn","SATISFIED","301.7076394450851","minimize","5218","0","3630","","","1134","makespan_reverse-cp2025_big","","","0","","","5218","","3846","","","4726","47","1134","","114.158","","","","","4072","","1452","0.967425","2268","0","0",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-02.dzn","UNKNOWN","305.487222827971","minimize","","","18150","","","5670","makespan_reverse-cp2025_big","","","0","","","","","15148","","","12395","0","5670","","","","","","","","","7260","2.33269","6140","","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_makespan.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-01.dzn","SATISFIED","301.4953223359771","minimize","5105","1021","3025","","","945","makespan_reverse-cp2025_big","","","0","","","5105","","3300","","","4187","2","945","","260.346","","","","","3068","","1210","0.886643","2002","284261467","1110168",""
