configuration,problem,model,data_file,status,time,trailMem,nogoods,eliminatedLinearConstraints,flatBoolConstraints,backjumps,flatBoolVars,flatIntVars,objectiveBound,initTime,propagations,flatIntConstraints,method,peakDepth,failures,run,baseMem,boolVariables,eliminatedImplications,nSolutions,flatTime,openNodes,paths,intVars,peakMem,evaluatedHalfReifiedConstraints,randomSeed,solver_objective,solveTime,propagators,restarts,evaluatedReifiedConstraints,variables,nodes
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t015-04.dzn,SATISFIED,4.510685620945878,4.75,8486.0,,5725.0,144.0,7126,1361,,0.675,15957011.0,6368,satisfy,256.0,8486.0,results_sat_all,0.0,70180.0,680.0,1,0.878736,,0,1365.0,0.0,465.0,26374558.0,,2.073999,10517.0,0.0,5370.0,71547.0,8887.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t015-05.dzn,SATISFIED,2.637991602998227,3.16,544.0,,5979.0,0.0,7634,1361,,0.697,1300097.0,6876,satisfy,258.0,544.0,results_sat_all,0.0,16421.0,680.0,1,0.923682,,0,1365.0,0.0,465.0,544156875.0,,0.137,11533.0,0.0,5878.0,17788.0,803.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t015-06.dzn,SATISFIED,2.970384555053897,3.16,4107.0,,5827.0,8.0,7330,1361,,0.607,7736303.0,6572,satisfy,254.0,4107.0,results_sat_all,0.0,34575.0,680.0,1,0.853028,,0,1365.0,0.0,465.0,76192783.0,,0.701,10925.0,0.0,5574.0,35942.0,4370.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t016-04.dzn,SATISFIED,5.925950487027876,4.75,13258.0,,7174.0,738.0,9125,1597,,0.737,28283986.0,8177,satisfy,302.0,13258.0,results_sat_all,0.0,101234.0,816.0,1,1.008389,,0,1602.0,0.0,555.0,749346078.0,,3.236,13779.0,0.0,7052.0,102838.0,14299.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t016-05.dzn,SATISFIED,3.632766158087179,10.68,172.0,,10158.0,34.0,13259,2037,,1.153,501199.0,11902,satisfy,411.0,172.0,results_sat_all,0.0,22372.0,1088.0,1,1.2504,,0,2044.0,0.0,729.0,1109749175.0,,0.097,20665.0,0.0,10588.0,24418.0,618.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t016-06.dzn,SATISFIED,2.9305334539385512,2.11,980.0,,7174.0,32.0,9125,1597,,0.761,2208255.0,8177,satisfy,302.0,980.0,results_sat_all,0.0,22964.0,816.0,1,1.00607,,0,1602.0,0.0,555.0,1435833224.0,,0.219,13779.0,0.0,7052.0,24568.0,1315.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t017-04.dzn,SATISFIED,3.802706776070409,4.75,194.0,,10274.0,84.0,13508,2052,,1.226,581349.0,12164,satisfy,410.0,194.0,results_sat_all,0.0,27086.0,1088.0,1,1.31542,,0,2059.0,0.0,732.0,-1246831361.0,,0.114,21118.0,0.0,10820.0,29147.0,689.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t017-05.dzn,SATISFIED,4.869723564013839,3.16,5412.0,,8743.0,798.0,11364,1833,,1.067,14281192.0,10226,satisfy,355.0,5412.0,results_sat_all,0.0,43021.0,952.0,1,1.18933,,0,1839.0,0.0,645.0,-1249125605.0,,1.536,17521.0,0.0,8974.0,44862.0,6566.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t017-06.dzn,SATISFIED,3.687302300939336,1.41,867.0,,8829.0,466.0,11536,1833,,1.03,2830845.0,10398,satisfy,355.0,867.0,results_sat_all,0.0,54070.0,952.0,1,1.1802,,0,1839.0,0.0,645.0,1563613542.0,,0.419,17865.0,0.0,9146.0,55911.0,1689.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t018-04.dzn,SATISFIED,4.141715731006116,3.16,328.0,,10589.0,679.0,14157,2069,,1.355,1695776.0,12829,satisfy,406.0,328.0,results_sat_all,0.0,35839.0,1088.0,1,1.35087,,0,2076.0,0.0,735.0,-218242259.0,,0.215,22371.0,0.0,11450.0,37917.0,1414.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t018-05.dzn,SATISFIED,6.095448354026303,7.12,5762.0,,12334.0,348.0,17647,2069,,1.212,22995458.0,16319,satisfy,403.0,5762.0,results_sat_all,0.0,75192.0,1088.0,1,1.48418,,0,2076.0,0.0,735.0,-1126051238.0,,2.188,29351.0,0.0,14940.0,77270.0,6514.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t018-06.dzn,SATISFIED,7.776331191067584,3.16,13580.0,,11084.0,259.0,15147,2069,,1.129,37517099.0,13819,satisfy,400.0,13580.0,results_sat_all,0.0,91761.0,1088.0,1,1.41698,,0,2076.0,0.0,735.0,1820808793.0,,3.907,24351.0,0.0,12440.0,93839.0,14240.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t019-04.dzn,SATISFIED,4.18561548308935,24.03,145.0,,12161.0,32.0,16402,2305,,1.273,501995.0,14884,satisfy,452.0,145.0,results_sat_all,0.0,29933.0,1224.0,1,1.5413,,0,2313.0,0.0,825.0,-104419048.0,,0.123,26125.0,0.0,13378.0,32248.0,630.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t019-05.dzn,SATISFIED,4.675034145009704,16.02,1131.0,,12174.0,273.0,16428,2305,,1.532,3782731.0,14910,satisfy,453.0,1131.0,results_sat_all,0.0,39987.0,1224.0,1,1.4372,,0,2313.0,0.0,825.0,1768877655.0,,0.415,26177.0,0.0,13404.0,42302.0,1858.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t019-06.dzn,SATISFIED,9.93316368793603,1.41,16371.0,,12635.0,588.0,17350,2305,,1.505,49511109.0,15832,satisfy,463.0,16371.0,results_sat_all,0.0,147520.0,1224.0,1,1.52616,,0,2313.0,0.0,825.0,-1304085074.0,,5.508,28021.0,0.0,14326.0,149835.0,17423.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t001-04.dzn,SATISFIED,1.0189904370345175,0.28,0.0,,778.0,0.0,719,190,,0.106,1370.0,486,satisfy,49.0,0.0,results_sat_all,0.0,84716.0,121.0,1,0.35519,,0,191.0,0.0,68.0,2068726768.0,,0.012,704.0,0.0,414.0,84909.0,50.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t001-05.dzn,SATISFIED,1.018991224002093,0.08,0.0,,778.0,0.0,719,190,,0.078,1382.0,486,satisfy,49.0,0.0,results_sat_all,0.0,59324.0,121.0,1,0.340571,,0,191.0,0.0,68.0,2140601051.0,,0.012,704.0,0.0,414.0,59517.0,50.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t001-06.dzn,SATISFIED,0.8048698529601097,0.04,0.0,,,0.0,14,17,,0.017,52.0,36,satisfy,0.0,0.0,results_sat_all,0.0,8819.0,,1,0.289384,,0,19.0,0.0,,605824255.0,,0.006,31.0,0.0,,8840.0,1.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t002-04.dzn,SATISFIED,1.0114458920434115,0.05,0.0,,,0.0,28,32,,0.038,139.0,67,satisfy,1.0,0.0,results_sat_all,0.0,28379.0,,1,0.347555,,0,37.0,0.0,,422222619.0,,0.008,56.0,0.0,,28418.0,2.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t002-05.dzn,SATISFIED,0.8383132179733366,0.05,0.0,,3.0,0.0,36,35,,0.035,223.0,79,satisfy,2.0,0.0,results_sat_all,0.0,26279.0,,1,0.308725,,0,37.0,0.0,,-764350599.0,,0.009,75.0,0.0,6.0,26318.0,3.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t002-06.dzn,SATISFIED,1.6739897480001673,3.16,3.0,,1763.0,0.0,1728,469,,0.61,7290.0,1346,satisfy,100.0,3.0,results_sat_all,0.0,541732.0,272.0,1,0.423497,,0,470.0,0.0,180.0,-1328400598.0,,0.029,2023.0,0.0,1094.0,542204.0,104.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t003-04.dzn,SATISFIED,2.032854121993296,0.94,1.0,,1642.0,0.0,1605,423,,0.853,5172.0,1185,satisfy,101.0,1.0,results_sat_all,0.0,715415.0,247.0,1,0.427928,,0,426.0,0.0,147.0,1613311472.0,,0.031,1756.0,0.0,973.0,715843.0,103.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t003-05.dzn,SATISFIED,0.8844427090371028,0.08,0.0,,5.0,0.0,56,53,,0.082,357.0,120,satisfy,3.0,0.0,results_sat_all,0.0,70822.0,,1,0.309379,,0,58.0,0.0,,1631265670.0,,0.01,114.0,0.0,10.0,70882.0,4.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t003-06.dzn,SATISFIED,1.4073700660374016,0.08,0.0,,828.0,0.0,811,253,,0.372,2042.0,639,satisfy,55.0,0.0,results_sat_all,0.0,323069.0,131.0,1,0.363369,,0,257.0,0.0,82.0,2061980501.0,,0.017,883.0,0.0,467.0,323328.0,56.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t004-04.dzn,SATISFIED,1.433101485017687,0.94,0.0,,830.0,0.0,833,274,,0.431,2219.0,685,satisfy,57.0,0.0,results_sat_all,0.0,374637.0,131.0,1,0.386118,,0,277.0,0.0,82.0,1858717938.0,,0.02,933.0,0.0,471.0,374916.0,58.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t004-05.dzn,SATISFIED,1.3498846390284598,0.42,0.0,,828.0,0.0,850,263,,0.376,2181.0,691,satisfy,56.0,0.0,results_sat_all,0.0,323568.0,126.0,1,0.378611,,0,267.0,0.0,85.0,2123311399.0,,0.018,958.0,0.0,487.0,323837.0,57.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t004-06.dzn,SATISFIED,2.088480912032537,2.11,0.0,,1862.0,0.0,1959,508,,0.894,5969.0,1617,satisfy,104.0,0.0,results_sat_all,0.0,760424.0,272.0,1,0.454745,,0,513.0,0.0,183.0,-156476982.0,,0.029,2475.0,0.0,1292.0,760939.0,105.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t005-04.dzn,SATISFIED,1.0874714020173997,0.63,0.0,,12.0,0.0,103,88,,0.168,776.0,205,satisfy,8.0,0.0,results_sat_all,0.0,111244.0,,1,0.372058,,0,149.0,0.0,3.0,252723409.0,,0.013,200.0,0.0,24.0,111395.0,9.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t005-05.dzn,SATISFIED,2.5652322580572218,0.94,0.0,,1702.0,0.0,1757,463,,1.404,5271.0,1385,satisfy,104.0,0.0,results_sat_all,0.0,809159.0,247.0,1,0.438362,,0,855.0,0.0,147.0,-950606015.0,,0.031,2064.0,0.0,1093.0,810016.0,105.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t005-06.dzn,SATISFIED,1.0794389270013198,0.19,0.0,,11.0,0.0,100,93,,0.201,643.0,215,satisfy,4.0,0.0,results_sat_all,0.0,157811.0,,1,0.321975,,0,124.0,0.0,,321040315.0,,0.013,210.0,0.0,22.0,157937.0,5.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t006-04.dzn,SATISFIED,0.9799197749234736,0.42,0.0,,881.0,0.0,943,325,,0.078,3087.0,850,satisfy,56.0,0.0,results_sat_all,0.0,8995.0,136.0,1,0.384674,,0,328.0,0.0,96.0,615524265.0,,0.015,1148.0,0.0,546.0,9325.0,57.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t006-05.dzn,SATISFIED,1.135734228999354,0.12,36.0,,892.0,180.0,971,330,,0.08,63774.0,883,satisfy,55.0,36.0,results_sat_all,0.0,7878.0,136.0,1,0.468837,,0,333.0,0.0,96.0,-1498542755.0,,0.022,1204.0,0.0,568.0,8213.0,272.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t006-06.dzn,SATISFIED,1.0076397960074246,0.63,0.0,,901.0,0.0,995,324,,0.058,3084.0,892,satisfy,58.0,0.0,results_sat_all,0.0,7909.0,136.0,1,0.414707,,0,330.0,0.0,102.0,261485960.0,,0.037,1227.0,0.0,586.0,8241.0,59.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t007-04.dzn,SATISFIED,1.3849456820171326,4.75,2.0,,2853.0,0.0,3075,778,,0.173,13516.0,2577,satisfy,156.0,2.0,results_sat_all,0.0,13064.0,408.0,1,0.577863,,0,786.0,0.0,276.0,1997839418.0,,0.026,3962.0,0.0,2058.0,13852.0,159.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t007-05.dzn,SATISFIED,1.0320945250568911,0.94,76.0,,896.0,36.0,1034,323,,0.085,55296.0,947,satisfy,56.0,76.0,results_sat_all,0.0,15014.0,126.0,1,0.404452,,0,326.0,0.0,85.0,-1443447768.0,,0.027,1326.0,0.0,623.0,15342.0,169.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t007-06.dzn,SATISFIED,1.0103135230019689,2.11,0.0,,903.0,0.0,1004,351,,0.084,3346.0,945,satisfy,57.0,0.0,results_sat_all,0.0,14192.0,136.0,1,0.401625,,0,355.0,0.0,93.0,-958130194.0,,0.016,1285.0,0.0,590.0,14549.0,58.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t008-04.dzn,SATISFIED,1.1579075619811192,2.11,1.0,,1833.0,0.0,2012,556,,0.107,7649.0,1726,satisfy,107.0,1.0,results_sat_all,0.0,9567.0,262.0,1,0.464205,,0,562.0,0.0,178.0,263175316.0,,0.02,2540.0,0.0,1281.0,10131.0,109.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t008-05.dzn,SATISFIED,1.2431144639849665,0.94,3.0,,1835.0,0.0,2040,534,,0.146,10115.0,1726,satisfy,107.0,3.0,results_sat_all,0.0,5260.0,257.0,1,0.500136,,0,538.0,0.0,170.0,1198406944.0,,0.021,2563.0,0.0,1312.0,5800.0,111.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t008-06.dzn,SATISFIED,1.2442139729391783,1.41,36.0,,1990.0,72.0,2284,586,,0.126,35922.0,2030,satisfy,108.0,36.0,results_sat_all,0.0,11671.0,272.0,1,0.502909,,0,592.0,0.0,186.0,-101091497.0,,0.024,3102.0,0.0,1548.0,12265.0,217.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t009-04.dzn,SATISFIED,1.6138976380461827,1.41,0.0,,4113.0,0.0,4714,1036,,0.282,16851.0,4053,satisfy,209.0,0.0,results_sat_all,0.0,16334.0,544.0,1,0.669038,,0,1044.0,0.0,366.0,1636766551.0,,0.031,6518.0,0.0,3362.0,17380.0,210.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t009-05.dzn,SATISFIED,1.640050967107527,1.41,6.0,,4249.0,0.0,4986,1036,,0.235,30120.0,4325,satisfy,201.0,6.0,results_sat_all,0.0,12832.0,544.0,1,0.706552,,0,1044.0,0.0,366.0,886996989.0,,0.029,7062.0,0.0,3634.0,13878.0,208.0
chuffed_fixed_fixedorder_col4,rnd_new,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t009-06.dzn,SATISFIED,1.239815098932013,0.28,69.0,,1968.0,186.0,2250,600,,0.168,115255.0,2012,satisfy,105.0,69.0,results_sat_all,0.0,12860.0,272.0,1,0.486228,,0,603.0,0.0,186.0,780265105.0,,0.032,3034.0,0.0,1504.0,13465.0,361.0
chuffed_fixed_priority_col0,icaps21,../models/solve_sat.mzn:../models/pddl-print.mzn,icaps21/1TrainDestination.dzn,SATISFIED,0.9348280309932306,0.01,0.0,,429.0,0.0,387,112,,0.016,638.0,259,satisfy,29.0,0.0,results_sat_all,0.0,3250.0,78.0,1,0.31795,,0,113.0,0.0,54.0,683754585.0,,0.009,341.0,0.0,202.0,3365.0,30.0
chuffed_fixed_priority_col0,icaps21,../models/solve_sat.mzn:../models/pddl-print.mzn,icaps21/1TrainNoStop.dzn,SATISFIED,0.8616343919420615,0.02,0.0,,758.0,0.0,689,190,,0.022,1260.0,466,satisfy,49.0,0.0,results_sat_all,0.0,7436.0,131.0,1,0.347713,,0,191.0,0.0,78.0,1138680182.0,,0.012,654.0,0.0,384.0,7629.0,50.0
chuffed_fixed_priority_col0,icaps21,../models/solve_sat.mzn:../models/pddl-print.mzn,icaps21/1TrainOrigin.dzn,SATISFIED,0.785019576898776,0.0,0.0,,,0.0,14,14,,0.008,46.0,30,satisfy,0.0,0.0,results_sat_all,0.0,266.0,,1,0.287158,,0,17.0,0.0,,1933361385.0,,0.006,25.0,0.0,,285.0,1.0
chuffed_fixed_priority_col0,icaps21,../models/solve_sat.mzn:../models/pddl-print.mzn,icaps21/1TrainStop.dzn,SATISFIED,0.9965921260882168,0.02,0.0,,758.0,0.0,689,190,,0.024,1263.0,466,satisfy,49.0,0.0,results_sat_all,0.0,7832.0,131.0,1,0.339819,,0,191.0,0.0,78.0,-366885466.0,,0.011,654.0,0.0,384.0,8025.0,50.0
chuffed_fixed_priority_col0,icaps21,../models/solve_sat.mzn:../models/pddl-print.mzn,icaps21/2TrainStop.dzn,SATISFIED,0.962493019993417,0.04,1.0,,1563.0,0.0,1472,381,,0.051,3956.0,1027,satisfy,100.0,1.0,results_sat_all,0.0,24532.0,262.0,1,0.39139,,0,382.0,0.0,156.0,2531386.0,,0.015,1496.0,0.0,862.0,24916.0,102.0
chuffed_fixed_priority_col0,icaps21,../models/solve_sat.mzn:../models/pddl-print.mzn,icaps21/3TrainStop.dzn,SATISFIED,1.1192433040123433,0.05,1.0,,2486.0,0.0,2491,573,,0.09,7560.0,1826,satisfy,151.0,1.0,results_sat_all,0.0,50303.0,393.0,1,0.481944,,0,574.0,0.0,234.0,1984546426.0,,0.021,2813.0,0.0,1576.0,50879.0,153.0
chuffed_fixed_priority_col0,icaps21,../models/solve_sat.mzn:../models/pddl-print.mzn,icaps21/3Trains_2Stop_1Destination.dzn,SATISFIED,1.0441739968955517,0.05,1.0,,2077.0,0.0,2029,499,,0.069,5791.0,1460,satisfy,131.0,1.0,results_sat_all,0.0,37804.0,340.0,1,0.440517,,0,502.0,0.0,210.0,-177702736.0,,0.019,2182.0,0.0,1234.0,38308.0,133.0
chuffed_fixed_priority_col0,icaps21,../models/solve_sat.mzn:../models/pddl-print.mzn,icaps21/4Trains_2Stop_1Origin_1Destination.dzn,SATISFIED,1.1587849599309266,0.05,1.0,,2101.0,0.0,2094,514,,0.091,6141.0,1539,satisfy,132.0,1.0,results_sat_all,0.0,54574.0,340.0,1,0.51153,,0,519.0,0.0,213.0,978302884.0,,0.02,2291.0,0.0,1282.0,55095.0,134.0
chuffed_fixed_priority_col0,icaps21,../models/solve_sat.mzn:../models/pddl-print.mzn,icaps21/5Trains.dzn,SATISFIED,3.198685515904799,0.94,6.0,,2646.0,0.0,2810,609,,1.849,15534.0,2152,satisfy,150.0,6.0,results_sat_all,0.0,1071470.0,363.0,1,0.512104,,0,1157.0,0.0,207.0,1132111301.0,,0.057,3408.0,0.0,1866.0,1072629.0,157.0
chuffed_fixed_priority_col0,rnd_large,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t010-01.dzn,SATISFIED,1.6139062329893932,0.42,74.0,,2911.0,18.0,3411,697,,0.306,74447.0,2858,satisfy,153.0,74.0,results_sat_all,0.0,7701.0,363.0,1,0.607969,,0,699.0,0.0,210.0,-389767872.0,,0.035,4589.0,0.0,2396.0,8402.0,246.0
chuffed_fixed_priority_col0,rnd_large,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t010-02.dzn,SATISFIED,1.2151010489324108,0.94,2.0,,1851.0,4.0,2145,520,,0.168,9148.0,1837,satisfy,110.0,2.0,results_sat_all,0.0,8623.0,242.0,1,0.466027,,0,521.0,0.0,145.0,115000385.0,,0.021,2775.0,0.0,1418.0,9146.0,117.0
chuffed_fixed_priority_col0,rnd_large,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t010-03.dzn,SATISFIED,1.2506205909885466,0.42,0.0,,1830.0,0.0,2105,522,,0.188,6994.0,1800,satisfy,113.0,0.0,results_sat_all,0.0,6632.0,242.0,1,0.471263,,0,523.0,0.0,145.0,1252734692.0,,0.021,2695.0,0.0,1376.0,7157.0,114.0
chuffed_fixed_priority_col0,rnd_large,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t011-01.dzn,SATISFIED,1.6426075699273497,0.63,574.0,,2887.0,61.0,3385,710,,0.284,717431.0,2839,satisfy,153.0,574.0,results_sat_all,0.0,14217.0,363.0,1,0.586549,,0,713.0,0.0,216.0,1834087164.0,,0.09,4485.0,0.0,2348.0,14932.0,789.0
chuffed_fixed_priority_col0,rnd_large,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t011-02.dzn,SATISFIED,1.88651121291332,2.11,115.0,,4015.0,0.0,4784,891,,0.36,170120.0,4003,satisfy,206.0,115.0,results_sat_all,0.0,10253.0,484.0,1,0.660854,,0,894.0,0.0,278.0,1649049162.0,,0.045,6594.0,0.0,3462.0,11149.0,322.0
chuffed_fixed_priority_col0,rnd_large,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t011-03.dzn,SATISFIED,1.5108038280159235,1.41,2.0,,2936.0,0.0,3483,710,,0.245,14272.0,2937,satisfy,159.0,2.0,results_sat_all,0.0,8607.0,363.0,1,0.605875,,0,713.0,0.0,216.0,-473310212.0,,0.026,4681.0,0.0,2446.0,9322.0,162.0
chuffed_fixed_priority_col0,rnd_large,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t012-01.dzn,SATISFIED,1.8350336970761416,3.16,4.0,,4106.0,0.0,4981,904,,0.331,26098.0,4211,satisfy,206.0,4.0,results_sat_all,0.0,14498.0,484.0,1,0.727928,,0,907.0,0.0,281.0,2110787849.0,,0.032,6957.0,0.0,3644.0,15407.0,211.0
chuffed_fixed_priority_col0,rnd_large,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t012-02.dzn,SATISFIED,1.4115670189494267,0.63,8.0,,1888.0,1.0,2253,550,,0.234,9326.0,1973,satisfy,114.0,8.0,results_sat_all,0.0,6373.0,242.0,1,0.511793,,0,551.0,0.0,151.0,346857218.0,,0.022,2945.0,0.0,1492.0,6926.0,124.0
chuffed_fixed_priority_col0,rnd_large,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t012-03.dzn,SATISFIED,2.2556547839194536,10.68,40.0,,5292.0,0.0,6507,1075,,0.458,84307.0,5475,satisfy,258.0,40.0,results_sat_all,0.0,12310.0,605.0,1,0.816798,,0,1081.0,0.0,352.0,-1191212163.0,,0.042,9233.0,0.0,4874.0,13393.0,299.0
chuffed_fixed_priority_col0,rnd_large,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t013-01.dzn,SATISFIED,3.219272594898939,1.41,5651.0,,5377.0,1464.0,6694,1090,,0.575,10289131.0,5676,satisfy,256.0,5651.0,results_sat_all,0.0,27206.0,605.0,1,0.81958,,0,1096.0,0.0,355.0,-40049264.0,,0.992,9572.0,0.0,5044.0,28304.0,7372.0
chuffed_fixed_priority_col0,rnd_large,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t013-02.dzn,SATISFIED,2.224452055990696,0.94,13.0,,5313.0,18.0,6558,1096,,0.577,62772.0,5557,satisfy,252.0,13.0,results_sat_all,0.0,10840.0,605.0,1,0.797582,,0,1100.0,0.0,349.0,-1135010582.0,,0.037,9366.0,0.0,4916.0,11942.0,284.0
chuffed_fixed_priority_col0,rnd_large,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t013-03.dzn,SATISFIED,1.8316522480454296,4.75,1129.0,,2977.0,8.0,3594,742,,0.326,1414311.0,3083,satisfy,158.0,1129.0,results_sat_all,0.0,11976.0,363.0,1,0.648752,,0,744.0,0.0,219.0,-909646237.0,,0.182,4874.0,0.0,2528.0,12722.0,1296.0
chuffed_fixed_priority_col0,rnd_large,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t014-01.dzn,SATISFIED,2.2842141250148416,2.11,219.0,,5390.0,19.0,6729,1111,,0.546,376933.0,5742,satisfy,258.0,219.0,results_sat_all,0.0,16686.0,605.0,1,0.841072,,0,1115.0,0.0,352.0,-632485423.0,,0.064,9673.0,0.0,5070.0,17803.0,497.0
chuffed_fixed_priority_col0,rnd_large,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t014-02.dzn,SATISFIED,2.455428538029082,10.68,8.0,,5398.0,0.0,6745,1111,,0.606,37669.0,5758,satisfy,256.0,8.0,results_sat_all,0.0,10473.0,605.0,1,0.918065,,0,1115.0,0.0,352.0,575969402.0,,0.034,9705.0,0.0,5086.0,11590.0,265.0
chuffed_fixed_priority_col0,rnd_large,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t014-03.dzn,SATISFIED,2.8663867720169947,10.68,98.0,,8470.0,9.0,11183,1467,,0.753,284622.0,9709,satisfy,361.0,98.0,results_sat_all,0.0,18829.0,847.0,1,1.10877,,0,1473.0,0.0,482.0,-271805313.0,,0.065,17169.0,0.0,8946.0,20304.0,469.0
chuffed_fixed_priority_col0,rnd_large,../models/solve_sat.mzn:../models/pddl-print.mzn,cp2025/t015-01.dzn,SATISFIED,2.232521464000456,0.94,113.0,,5570.0,15.0,7106,1126,,0.551,177513.0,6133,satisfy,262.0,113.0,results_sat_all,0.0,12792.0,605.0,1,0.830348,,0,1130.0,0.0,355.0,490774940.0,,0.055,10392.0,0.0,5430.0,13924.0,391.0
