"configuration","problem","model","data_file","status","time","objectiveBound","solver_objective","eliminatedImplications","randomSeed","flatBoolVars","nodes","boolVariables","propagators","backjumps","baseMem","evaluatedReifiedConstraints","flatIntConstraints","nSolutions","evaluatedHalfReifiedConstraints","flatBoolConstraints","run","trailMem","solveTime","flatTime","method","eliminatedLinearConstraints","flatIntVars","variables","intVars","nogoods","propagations","peakMem","failures","restarts","peakDepth","paths","initTime","openNodes"
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t050-01.dzn","UNKNOWN","312.09119956893846","","","4840","","203136","","","","","","190770","194095","0","2736","118225","sat_reverse-cp2025_big","","","12.0144","satisfy","","7861","","","","","","","","","0","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-05.dzn","ALL_SOLUTIONS","0.6135934900958091","0","0","242","","494","","79","","","","189","419","1","189","605","sat_reverse-cp2025_big","","0.06315","0.211209","satisfy","","190","","","","567","","0","","","0","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-02.dzn","ALL_SOLUTIONS","0.528200546046719","0","0","","","40","","0","","","","","125","1","","","sat_reverse-cp2025_big","","0.027511","0.181313","satisfy","","50","","","","0","","0","","","0","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-04.dzn","ALL_SOLUTIONS","3.122907661134377","0","0","484","","1414","","687","","","","378","1945","1","378","1210","sat_reverse-cp2025_big","","0.989207","0.497638","satisfy","","918","","","","105932","","538","","","0","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-06.dzn","SATISFIED","1.0364185741636902","","","242","-1550940176","2551","464","5940","3622","283","0.0","1784","2323","1","143","2034","sat_reverse-cp2025_big","0.19","0.027","0.440307","satisfy","","576","6522","580","69","194441","0.0","69","0","111","0","0.185",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-04.dzn","SATISFIED","0.638135096989572","","","","677897232","91","9","104452","176","0","0.0","20","189","1","3","10","sat_reverse-cp2025_big","0.63","0.006","0.212082","satisfy","","82","104597","143","0","658","0.0","0","0","8","0","0.128",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-05.dzn","ALL_SOLUTIONS","2.0137242421042174","0","0","484","","1334","","216","","","","378","1778","1","378","1210","sat_reverse-cp2025_big","","0.235275","0.455127","satisfy","","835","","","","75679","","229","","","0","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-04.dzn","SATISFIED","0.6043873990420252","","","121","1541822315","719","50","84716","704","0","0.0","414","486","1","68","778","sat_reverse-cp2025_big","0.28","0.006","0.233605","satisfy","","190","84909","191","0","1370","0.0","0","0","49","0","0.079",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-02.dzn","SATISFIED","2.8590296290349215","","","242","-1246077416","6262","11372","35756","11033","10270","0.0","5080","6691","1","156","3682","sat_reverse-cp2025_big","1.41","0.663","0.814776","satisfy","","1076","36855","1097","955","11308164","0.0","955","0","146","0","0.69",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-05.dzn","ALL_SOLUTIONS","1.1026073649991304","0","0","242","","640","","7","","","","189","793","1","189","605","sat_reverse-cp2025_big","","0.121278","0.277896","satisfy","","369","","","","1189","","0","","","0","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-01.dzn","SATISFIED","7.214303768938407","","","605","-40382177","19186","4010","234559","34710","357","0.0","16814","19424","1","357","11262","sat_reverse-cp2025_big","3.16","1.639","1.58085","satisfy","","2011","236610","2049","2970","15454628","0.0","2970","6","318","0","2.303",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-02.dzn","SATISFIED","4.735141162062064","","","242","-1204719074","6262","13591","37482","11033","3969","0.0","5080","6691","1","156","3682","sat_reverse-cp2025_big","1.41","2.574","0.761763","satisfy","","1076","38581","1097","9476","23825098","0.0","9476","0","145","0","0.689",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-06.dzn","ALL_SOLUTIONS","0.494565102038905","0","0","","","14","","0","","","","","44","1","","","sat_reverse-cp2025_big","","0.021457","0.168527","satisfy","","17","","","","0","","0","","","0","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t040-02.dzn","SATISFIED","41.93258423311636","","","3630","-437631558","136431","12827","393970","250277","3171","0.0","126890","130113","1","2055","80575","sat_reverse-cp2025_big","16.02","14.915","7.859","satisfy","","6236","400246","6274","8149","83807765","0.0","8149","0","1506","0","11.759",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-01.dzn","SATISFIED","6.309079356025904","","","605","243551556","19186","2880","62510","34710","1822","0.0","16814","19424","1","357","11262","sat_reverse-cp2025_big","2.11","0.698","1.60987","satisfy","","2011","64561","2049","738","9801340","0.0","738","0","319","0","2.331",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-06.dzn","SATISFIED","0.781705582048744","","","121","","1617","21","","1600","","","1188","1693","1","","1129","sat_reverse-cp2025_big","","0.07","0.312294","satisfy","","428","595","","","","26.0","1","","","0","0.06",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-06.dzn","SATISFIED","0.4425128248985857","","","","317332414","14","1","8819","31","0","0.0","","36","1","","","sat_reverse-cp2025_big","0.04","0.004","0.185639","satisfy","","17","8840","19","0","52","0.0","0","0","0","0","0.009",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t020-01.dzn","SATISFIED","14.339970991015434","","","1210","325258281","38979","12052","111875","70525","3881","0.0","35132","37994","1","697","23276","sat_reverse-cp2025_big","2.11","4.947","2.76237","satisfy","","2922","114838","2961","7613","65290594","0.0","7613","0","557","0","3.981",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-01.dzn","UNKNOWN","303.1431470050011","","","847","","28181","","","","","","25164","28028","0","492","16579","sat_reverse-cp2025_big","","","2.14444","satisfy","","2447","","","","","","","","","0","",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t021-01.dzn","SATISFIED","56.77414746116847","","","","","5296","1","","","","","7001","71840","1","41375","","sat_reverse-cp2025_big","","55.2435","13.1598","satisfy","3355","45505","","","","","","","","","0","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-05.dzn","SATISFIED","0.5230591709259897","","","","1106309637","50","4","68210","106","0","0.0","8","114","1","","4","sat_reverse-cp2025_big","0.08","0.003","0.19391","satisfy","","51","68268","56","0","337","0.0","0","0","3","0","0.058",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-02.dzn","SATISFIED","1.3396512120962143","","","242","-1666434792","3950","353","14278","6576","28","0.0","3000","4096","1","136","2642","sat_reverse-cp2025_big","3.16","0.05","0.590772","satisfy","","830","15124","844","195","371299","0.0","195","0","129","0","0.268",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t021-01.dzn","SATISFIED","15.049732801038772","","","1331","1499653548","41523","11384","133370","74852","7788","0.0","37358","40318","1","766","24960","sat_reverse-cp2025_big","7.12","5.159","2.81975","satisfy","","3119","136530","3158","2992","79342137","0.0","2992","0","603","0","4.284",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-05.dzn","ALL_SOLUTIONS","2.500002740882337","0","0","484","","1334","","407","","","","378","1778","1","378","1210","sat_reverse-cp2025_big","","0.73176","0.453033","satisfy","","835","","","","602042","","2913","","","0","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-03.dzn","UNKNOWN","303.58620824688114","","","1089","","39077","","","","","","35508","38372","0","628","22893","sat_reverse-cp2025_big","","","2.8132","satisfy","","2765","","","","","","","","","0","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-02.dzn","SATISFIED","0.5019554139580578","","","","-1018838366","91","112","20149","173","72","0.0","34","166","1","3","17","sat_reverse-cp2025_big","0.12","0.009","0.208899","satisfy","","64","20220","69","36","9222","0.0","36","0","3","0","0.023",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-02.dzn","SATISFIED","1.1298915748484433","","","363","-2110369860","3856","163","6034","5485","1","0.0","2846","3288","1","211","3136","sat_reverse-cp2025_big","1.41","0.013","0.48833","satisfy","","684","6727","691","1","15439","0.0","1","0","160","0","0.226",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-06.dzn","SATISFIED","1.376588538987562","","","","","658","0","","","","","983","3546","1","1925","","sat_reverse-cp2025_big","","0.9765","0.848686","satisfy","305","2294","","","","","","","","","0","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-01.dzn","SATISFIED","34.47750801010989","","","1089","925813785","36713","32332","326556","66750","23403","0.0","33142","36008","1","630","21710","sat_reverse-cp2025_big","10.68","25.289","2.58418","satisfy","","2765","329361","2803","8224","284063071","0.0","8224","8","480","0","3.941",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-01.dzn","SATISFIED","4.472560429945588","","","","","1923","1","","","","","2907","15622","1","9040","","sat_reverse-cp2025_big","","3.9469","2.95485","satisfy","915","10127","","","","","","","","","0","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-04.dzn","SATISFIED","25.627815531101078","","","968","1873657865","29789","20449","387531","53659","10363","0.0","26508","29338","1","559","17822","sat_reverse-cp2025_big","4.75","16.585","2.31908","satisfy","","2592","390163","2630","9656","119597185","0.0","9656","0","429","0","4.035",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-01.dzn","SATISFIED","13.237076109042391","","","1089","","36713","8847","","22587","","","33772","35959","1","","21710","sat_reverse-cp2025_big","","5.27","2.55194","satisfy","","2716","3387","","","","796.0","4132","","","0","1.92",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t015-02.dzn","SATISFIED","14.826531416969374","","","605","588886973","20503","16330","269209","37346","4317","0.0","18058","20866","1","360","11884","sat_reverse-cp2025_big","4.75","9.428","1.66845","satisfy","","2105","271354","2143","11720","68217936","0.0","11720","0","292","0","2.111",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-05.dzn","SATISFIED","1.5203236709348857","","","484","-771781229","5911","248","13039","8905","1","0.0","4538","5239","1","275","4553","sat_reverse-cp2025_big","1.41","0.02","0.650449","satisfy","","965","14012","971","31","35654","0.0","31","0","215","0","0.349",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-05.dzn","SATISFIED","0.5759358149953187","","","121","169604297","719","50","59324","704","0","0.0","414","486","1","68","778","sat_reverse-cp2025_big","0.08","0.006","0.231934","satisfy","","190","59517","191","0","1382","0.0","0","0","49","0","0.058",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-03.dzn","SATISFIED","2.331490589072928","","","242","-2096728094","5256","945","100056","9142","270","0.0","4168","5598","1","142","3226","sat_reverse-cp2025_big","2.11","0.307","0.702593","satisfy","","990","101066","1008","539","2101310","0.0","539","0","135","0","0.647",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-06.dzn","SATISFIED","189.36622210405767","","","484","1952388630","14588","6585","3106802","26294","3547","0.0","12596","14942","1","288","8582","sat_reverse-cp2025_big","36.04","184.441","1.33063","satisfy","","1732","3108568","1764","2270","183192461","0.0","2270","12","315","0","1.45",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-06.dzn","ALL_SOLUTIONS","1.1112124419305474","0","0","242","","686","","86","","","","189","941","1","189","605","sat_reverse-cp2025_big","","0.109497","0.292895","satisfy","","438","","","","6653","","0","","","0","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t004-05.dzn","SATISFIED","0.8848108588717878","","","121","-370802058","833","57","299011","912","0","0.0","482","650","1","74","812","sat_reverse-cp2025_big","0.42","0.011","0.255598","satisfy","","239","299256","243","0","2055","0.0","0","0","56","0","0.265",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-03.dzn","ALL_SOLUTIONS","0.5110430421773344","0","0","","","28","","0","","","","","88","1","","","sat_reverse-cp2025_big","","0.027638","0.175007","satisfy","","35","","","","0","","0","","","0","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t050-02.dzn","UNKNOWN","310.90335216303356","","","4840","","203057","","","","","","190692","194016","0","2735","118186","sat_reverse-cp2025_big","","","11.9932","satisfy","","7861","","","","","","","","","0","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t018-04.dzn","ALL_SOLUTIONS","18.41967254714109","0","0","1936","","4778","","1042","","","","1512","5338","1","1512","4840","sat_reverse-cp2025_big","","2.02645","1.0326","satisfy","","2580","","","","400768","","1262","","","0","",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-03.dzn","SATISFIED","3.2669777809642255","","","484","1857139425","12173","634","39057","21613","85","0.0","10344","12315","1","275","7456","sat_reverse-cp2025_big","3.16","0.135","1.18213","satisfy","","1552","40640","1581","240","1368158","0.0","240","1","254","0","1.034999",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t021-01.dzn","ALL_SOLUTIONS","27.89952115691267","0","0","2662","","6226","","1727","","","","2079","6392","1","2079","6655","sat_reverse-cp2025_big","","10.2833","1.29235","satisfy","","3104","","","","1561226","","2989","","","0","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-01.dzn","SATISFIED","0.5305812398437411","","","","-1185949165","44","4","72884","100","0","0.0","4","111","1","","2","sat_reverse-cp2025_big","0.08","0.003","0.197642","satisfy","","52","72940","54","0","315","0.0","0","0","3","0","0.063",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-02.dzn","SATISFIED","1.9449309529736638","","","","","1253","1","","","","","1445","8193","1","3527","","sat_reverse-cp2025_big","","1.5769","1.25974","satisfy","915","4679","","","","","","","","","0","",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-02.dzn","SATISFIED","0.47474424401298165","","","","1239473478","37","5","28433","62","0","0.0","6","73","1","3","3","sat_reverse-cp2025_big","0.12","0.002","0.192556","satisfy","","32","28471","36","0","157","0.0","0","0","4","0","0.025",""
"chuffed_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-04.dzn","SATISFIED","0.694680938962847","","","121","1722628035","1073","59","2378","1397","0","0.0","656","997","1","74","899","sat_reverse-cp2025_big","0.63","0.008","0.294971","satisfy","","323","2707","327","0","4345","0.0","0","0","58","0","0.083",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t019-06.dzn","UNKNOWN","301.93817496905103","","","2178","","5296","","","","","","1701","5785","0","1701","5445","sat_reverse-cp2025_big","","","1.13091","satisfy","","2794","","","","","","","","","0","",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t001-04.dzn","SATISFIED","0.6127863011788577","","","121","-1574446027","719","50","84716","704","0","0.0","414","486","1","68","778","sat_reverse-cp2025_big","0.28","0.007","0.236975","satisfy","","190","84909","191","0","1370","0.0","0","0","49","0","0.079",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t020-02.dzn","SATISFIED","11.901479808846489","","","1210","2125205332","38796","4988","206943","70161","842","0.0","34950","37811","1","696","23185","sat_reverse-cp2025_big","3.16","2.388","2.60372","satisfy","","2922","209906","2961","3234","29366855","0.0","3234","6","562","0","4.192",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-01.dzn","SATISFIED","0.718146343016997","","","121","646893191","1243","65","2590","1698","0","0.0","804","1160","1","80","973","sat_reverse-cp2025_big","3.16","0.002","0.318056","satisfy","","331","2929","337","0","5504","0.0","0","0","64","0","0.087",""
"gurobi_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-05.dzn","SATISFIED","0.9132395589258522","","","","","496","0","","","","","645","2415","1","1029","","sat_reverse-cp2025_big","","0.6084","0.544977","satisfy","305","1411","","","","","","","","","0","",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-05.dzn","SATISFIED","0.5370126138441265","","","","-1411994071","50","4","68210","106","0","0.0","8","114","1","","4","sat_reverse-cp2025_big","0.08","0.005","0.202725","satisfy","","51","68268","56","0","337","0.0","0","0","3","0","0.058",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t003-01.dzn","SATISFIED","0.5347662309650332","","","","745946454","44","4","72884","100","0","0.0","4","111","1","","2","sat_reverse-cp2025_big","0.08","0.005","0.189557","satisfy","","52","72940","54","0","315","0.0","0","0","3","0","0.062",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t016-04.dzn","ALL_SOLUTIONS","11.073391743935645","0","0","1452","","3836","","208","","","","1134","4690","1","1134","3630","sat_reverse-cp2025_big","","1.53277","0.975108","satisfy","","2252","","","","99005","","66","","","0","",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t008-01.dzn","ALL_SOLUTIONS","0.6405318640172482","0","0","","","110","","7","","","","","300","1","","","sat_reverse-cp2025_big","","0.027449","0.213034","satisfy","","126","","","","20","","0","","","0","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t030-02.dzn","UNKNOWN","306.05070862406865","","","2420","","81370","","","","","","74726","77649","0","1376","48783","sat_reverse-cp2025_big","","","5.20367","satisfy","","4532","","","","","","","","","0","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-02.dzn","SATISFIED","47.37499656295404","","","242","-22449858","5881","116104","123504","10351","17540","0.0","4764","6248","1","147","3524","sat_reverse-cp2025_big","2.11","45.327","0.754898","satisfy","","1016","124541","1035","98436","294868815","0.0","98436","0","127","0","0.592",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t009-02.dzn","SATISFIED","1.284748008940369","","","363","1608987687","4225","356","10512","6221","0","0.0","3152","3759","1","212","3289","sat_reverse-cp2025_big","0.28","0.019","0.535265","satisfy","","764","11285","771","198","60590","0.0","198","0","157","0","0.289",""
"chuffed_fixed_priorityrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-03.dzn","SATISFIED","0.644190700026229","","","121","-2134038027","1000","68","6824","1245","4","0.0","598","897","1","75","870","sat_reverse-cp2025_big","2.11","0.008","0.290086","satisfy","","302","7133","307","1","3953","0.0","1","0","62","0","0.055",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-05.dzn","SATISFIED","219.9248994011432","","","847","-1068365579","27000","294019","231963","48832","231942","0.0","23992","26829","1","495","15993","sat_reverse-cp2025_big","3.16","213.27","2.07912","satisfy","","2435","234438","2473","61691","2350594491","0.0","61691","0","385","0","2.597",""
"cpsat_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t013-02.dzn","ALL_SOLUTIONS","14.291221340885386","0","0","1210","","3314","","1574","","","","945","4266","1","945","3025","sat_reverse-cp2025_big","","5.925","0.851098","satisfy","","2038","","","","1974728","","6196","","","0","",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-04.dzn","UNKNOWN","0.5310611040331423","0","0","","","68","","0","","","","","189","0","","","sat_reverse-cp2025_big","","0.003778","0.199531","satisfy","","78","","","","0","","0","","","0","",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t020-01.dzn","UNKNOWN","303.7528809439391","","","1210","","38979","","","","","","35132","37994","0","697","23276","sat_reverse-cp2025_big","","","2.7834","satisfy","","2922","","","","","","","","","0","",""
"cpsat_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t012-03.dzn","ALL_SOLUTIONS","8.051017501857132","0","0","1210","","3272","","125","","","","945","4128","1","945","3025","sat_reverse-cp2025_big","","0.968699","0.861439","satisfy","","1973","","","","35116","","0","","","0","",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t017-03.dzn","UNKNOWN","302.75911990203895","","","847","","27446","","","","","","24426","27293","0","495","16210","sat_reverse-cp2025_big","","","2.09759","satisfy","","2447","","","","","","","","","0","",""
"chuffed_fixed_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t006-06.dzn","SATISFIED","0.6280269559938461","","","121","1936457851","1018","62","4621","1246","0","0.0","616","883","1","81","879","sat_reverse-cp2025_big","0.63","0.003","0.285887","satisfy","","286","4914","291","0","3223","0.0","0","0","61","0","0.051",""
"chuffed_free_priority_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t002-02.dzn","SATISFIED","0.4769344739615917","","","","1600163828","37","5","28433","62","0","0.0","6","73","1","3","3","sat_reverse-cp2025_big","0.12","0.002","0.19625","satisfy","","32","28471","36","0","157","0.0","0","0","4","0","0.025",""
"chuffed_fixed_standardrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t011-05.dzn","SATISFIED","2.6982088549993932","","","242","-878296158","5932","3489","34442","10369","2396","0.0","4788","6294","1","156","3536","sat_reverse-cp2025_big","1.41","0.68","0.769344","satisfy","","1026","35491","1047","910","8085459","0.0","910","3","132","0","0.607",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t007-01.dzn","SATISFIED","0.714972254820168","","","121","1519232957","1243","65","2596","1698","0","0.0","804","1160","1","80","973","sat_reverse-cp2025_big","3.16","0.009","0.309246","satisfy","","331","2935","337","0","5579","0.0","0","0","64","0","0.086",""
"cpotimizer_free_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-04.dzn","SATISFIED","4.962029085028917","","","363","","9007","12178","","6884","","","7718","9260","1","","5464","sat_reverse-cp2025_big","","2.73","0.927491","satisfy","","1282","1777","","","","168.0","5866","","","0","0.39",""
"chuffed_fixed_standard_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t010-04.dzn","SATISFIED","2.7224722530227154","","","363","1853624543","9007","1628","68675","15890","855","0.0","7502","9291","1","216","5464","sat_reverse-cp2025_big","1.41","0.24","0.962056","satisfy","","1313","70015","1338","588","2254348","0.0","588","0","184","0","0.746",""
"chuffed_fixed_fixedorderrestart_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t035-03.dzn","SATISFIED","39.00693298294209","","","3025","1251960763","107237","20591","243000","195674","8006","0.0","99110","102262","1","1716","63830","sat_reverse-cp2025_big","3.16","23.502","6.85008","satisfy","","5415","248456","5454","10926","153021755","0.0","10926","9","1258","0","4.801",""
"cpsat_fixed_fixedorder_col0","reverse-cp2025","../models/solve_sat.mzn:../models/pddl-print.mzn","reverse-cp2025/reverse-t005-03.dzn","ALL_SOLUTIONS","0.8313615308143198","0","0","242","","584","","79","","","","189","649","1","189","605","sat_reverse-cp2025_big","","0.092988","0.258371","satisfy","","300","","","","6360","","0","","","0","",""
